1.7.100	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.7.0	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.6.600	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.6.500	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.6.400	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.6.300	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.6.200	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.6.100	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.6.0	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.5.400	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.5.300	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.5.200	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.5.100	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.5.0	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.800	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.700	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.600	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.500	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.300	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.200	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.100	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
1.4.0	automatic	org.eclipse.platform	org.eclipse.equinox.p2.ui.sdk.scheduler
