0.0.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/digified/core-app-level-security/0.0.27/core-app-level-security-0.0.27.jar returned status 404
0.0.28		2026-05-24T19:13:17Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/digified/core-app-level-security/0.0.28/core-app-level-security-0.0.28.jar returned status 404
0.0.29		2026-06-30T07:09:40Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/digified/core-app-level-security/0.0.29/core-app-level-security-0.0.29.jar returned status 404
0.0.30		2026-07-01T02:04:53Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/digified/core-app-level-security/0.0.30/core-app-level-security-0.0.30.jar returned status 404
