2022.7.0	named	org.nasdanika.html	html-model-gen	2022-07-24T19:42:04Z	2022.7.0
2022.8.0	named	org.nasdanika.html	html-model-gen	2022-08-02T00:10:53Z	2022.8.0
2022.9.0	named	org.nasdanika.html	html-model-gen	2022-09-17T19:04:32Z	2022.9.0
2022.10.0	named	org.nasdanika.html	html-model-gen	2022-10-26T00:00:26Z	2022.10.0
2023.1.0	named	org.nasdanika.html	html-model-gen	2023-01-10T14:02:44Z	2023.1.0
2023.1.1	named	org.nasdanika.html	html-model-gen	2023-01-16T18:32:17Z	2023.1.1
2023.1.2	named	org.nasdanika.html	html-model-gen	2023-01-23T14:05:35Z	2023.1.2
2023.1.3	named	org.nasdanika.html	html-model-gen	2023-01-29T00:12:07Z	2023.1.3
2023.2.0	named	org.nasdanika.html	html-model-gen	2023-02-04T19:07:11Z	2023.2.0
2023.2.1	named	org.nasdanika.html	html-model-gen	2023-02-11T14:14:35Z	2023.2.1
2023.2.2	named	org.nasdanika.html	html-model-gen	2023-02-20T18:48:32Z	2023.2.2
2023.3.0	named	org.nasdanika.html	html-model-gen	2023-03-12T18:10:02Z	2023.3.0
2023.4.0	named	org.nasdanika.html	html-model-gen	2023-03-31T12:03:27Z	2023.4.0
2023.8.0	named	org.nasdanika.html	html-model-gen	2023-08-26T23:35:15Z	2023.8.0
2023.9.0	named	org.nasdanika.html	html-model-gen	2023-09-04T16:23:19Z	2023.9.0
2023.9.1	named	org.nasdanika.html	html-model-gen	2023-09-10T17:24:12Z	2023.9.1
2023.9.2	named	org.nasdanika.html	html-model-gen	2023-09-16T21:30:11Z	2023.9.2
2023.10.0	named	org.nasdanika.html	html-model-gen	2023-10-18T18:39:01Z	2023.10.0
2023.12.0	named	org.nasdanika.html	html-model-gen	2023-12-03T23:36:29Z	2023.12.0
2023.12.1	named	org.nasdanika.html	html-model-gen	2023-12-27T19:10:54Z	2023.12.1
2024.1.0	named	org.nasdanika.html	html-model-gen	2024-01-28T11:12:58Z	2024.1.0
2024.3.0	named	org.nasdanika.html	html-model-gen	2024-03-10T20:16:43Z	2024.3.0
2024.4.0	named	org.nasdanika.html	html-model-gen	2024-04-09T14:20:15Z	2024.4.0
2024.5.0	named	org.nasdanika.html	html-model-gen	2024-05-11T12:51:16Z	2024.5.0
2024.5.1	named	org.nasdanika.html	html-model-gen	2024-05-30T09:58:43Z	2024.5.1
2024.6.0	named	org.nasdanika.html	html-model-gen	2024-06-23T15:38:06Z	2024.6.0
2024.7.0	named	org.nasdanika.html	html-model-gen	2024-07-06T22:51:34Z	2024.7.0
2024.7.1	named	org.nasdanika.html	html-model-gen	2024-07-23T15:01:40Z	2024.7.1
2024.8.0	named	org.nasdanika.html	html-model-gen	2024-08-28T19:05:51Z	2024.8.0
2024.10.0	named	org.nasdanika.html	html-model-gen	2024-10-13T14:39:00Z	2024.10.0
