0.10		2017-11-22T07:13:45Z	
0.10	jar-with-dependencies	2017-11-22T07:13:45Z	
0.11		2017-11-24T12:01:02Z	
0.11	jar-with-dependencies	2017-11-24T12:01:03Z	
0.12		2017-12-04T12:40:02Z	
0.12	jar-with-dependencies	2017-12-04T12:39:59Z	
0.13		2017-12-20T11:14:20Z	
0.13	jar-with-dependencies	2017-12-20T11:14:21Z	
0.2		2017-06-06T08:30:46Z	
0.2	jar-with-dependencies	2017-06-06T08:30:45Z	
0.3		2017-06-22T09:14:16Z	
0.3	jar-with-dependencies	2017-06-22T09:14:16Z	
0.4		2017-08-04T13:19:02Z	
0.4	jar-with-dependencies	2017-08-04T13:19:00Z	
0.5		2017-08-08T08:14:13Z	
0.5	jar-with-dependencies	2017-08-08T08:14:11Z	
0.6		2017-08-08T13:30:31Z	
0.6	jar-with-dependencies	2017-08-08T13:30:41Z	
0.7		2017-09-19T12:41:09Z	
0.7	jar-with-dependencies	2017-09-19T12:41:11Z	
0.8		2017-09-27T11:57:36Z	
0.8	jar-with-dependencies	2017-09-27T11:57:38Z	
0.9		2017-10-04T10:09:00Z	
0.9	jar-with-dependencies	2017-10-04T10:08:59Z	
