0.0.1	named	org.easypeelsecurity	springdog-agent	2024-08-24T18:46:40Z	2.0.12
0.0.1	named	org.easypeelsecurity	springdog-autoconfigure	2024-08-24T18:46:40Z	2.0.12
0.0.1	named	org.easypeelsecurity	springdog-starter	2024-08-24T18:46:40Z	2.0.12
2.2.4	named	com.github.kaklakariada	portmapper	2024-09-14T10:09:06Z	2.0.16
0.0.2	named	org.easypeelsecurity	springdog-agent	2024-10-17T10:30:08Z	2.0.12
0.0.3	named	org.easypeelsecurity	springdog-agent	2024-10-17T13:10:33Z	2.0.12
0.0.4	named	org.easypeelsecurity	springdog-agent	2024-10-23T17:25:12Z	2.0.12
3.0.0	named	io.github.daone-dadp	dadp-jdbc-wrapper	2025-11-07T04:22:25Z	2.0.16
3.0.1	named	io.github.daone-dadp	dadp-jdbc-wrapper	2025-11-07T07:11:20Z	2.0.16
3.0.2	named	io.github.daone-dadp	dadp-jdbc-wrapper	2025-11-07T07:41:58Z	2.0.16
