0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/horacjusz/library/0.0.1/library-0.0.1.jar returned status 404
0.0.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/horacjusz/library/0.0.16/library-0.0.16.jar returned status 404
0.0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/horacjusz/library/0.0.17/library-0.0.17.jar returned status 404
