10.0		2016-08-01T14:11:59Z	
11.0		2016-09-18T15:25:57Z	
12.0		2016-11-10T06:48:46Z	
13.0		2016-11-23T13:01:58Z	
14.0		2017-01-04T09:20:02Z	
15.0		2017-01-05T00:08:22Z	
16.0		2017-01-09T23:35:12Z	
16.1		2017-01-11T03:39:25Z	
16.2		2017-02-10T00:08:31Z	
17.0		2017-04-05T09:25:10Z	
18.0		2017-06-27T14:54:16Z	
19.0		2017-08-09T14:41:55Z	
19.1		2017-08-16T15:14:11Z	
19.2		2017-09-14T06:55:05Z	
20.0		2017-09-26T08:52:34Z	
21.0		2017-11-24T04:26:08Z	
21.1		2017-11-27T13:18:46Z	
21.2		2017-11-29T03:52:54Z	
5.0		2015-10-24T12:19:58Z	
6.0		2015-12-22T21:05:58Z	
6.1		2016-01-05T14:27:02Z	
7.0		2016-01-10T13:06:23Z	
8.0		2016-02-02T11:11:11Z	
9.0		2016-05-02T14:30:36Z	
