0.0.1	named	io.github.ifeng113	debug4j-packing	2024-12-07T10:08:43Z	2.0.53
0.0.1	named	io.github.ifeng113	jdk8-debug4j-packing	2024-12-09T09:56:04Z	2.0.53
3.1.0	named	io.dingodb	dingo-executor	2025-10-28T10:44:28Z	2.0.40
4.0.0	named	io.dingodb	dingo-executor	2026-01-12T09:14:57Z	2.0.40
0.2.0	named	io.github.ifeng113	debug4j-packing	2026-05-30T09:29:46Z	2.0.53
0.2.1	named	io.github.ifeng113	debug4j-packing	2026-05-31T05:17:01Z	2.0.53
