2024.01	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.12	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.11	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.10	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.09	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.08	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.07	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.05	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
2023.04	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
1999.10	automatic	io.github.shuigedeng	taotao-cloud-starter-spi
