0.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/proify/lyricon/lyric/model/0.1.0/model-0.1.0.jar returned status 404
0.1.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/proify/lyricon/lyric/model/0.1.6/model-0.1.6.jar returned status 404
0.1.63			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/proify/lyricon/lyric/model/0.1.63/model-0.1.63.jar returned status 404
0.1.64			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/proify/lyricon/lyric/model/0.1.64/model-0.1.64.jar returned status 404
0.1.66			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/proify/lyricon/lyric/model/0.1.66/model-0.1.66.jar returned status 404
0.1.68		2026-02-04T04:14:16Z	
0.1.69		2026-02-12T23:55:19Z	
0.1.70		2026-04-06T22:13:46Z	
