3.6.400	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.6.300	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.6.200	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.6.100	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.6.0	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.5.100	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.5.0	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.1200	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.1100	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.1000	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.900	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.800	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.700	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.600	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.500	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.400	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.300	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
3.4.200	automatic	org.eclipse.platform	org.eclipse.compare.examples.xml
