1.23	io.alapierre.commons	jdbc-util	1.23
1.22	io.alapierre.commons	jdbc-util	1.22
1.21	io.alapierre.commons	jdbc-util	1.21
1.20	io.alapierre.commons	jdbc-util	1.20
1.19	io.alapierre.commons	jdbc-util	1.19
1.18	io.alapierre.commons	jdbc-util	1.18
1.17	io.alapierre.commons	jdbc-util	1.17
1.16	io.alapierre.commons	jdbc-util	1.16
1.15	io.alapierre.commons	jdbc-util	1.15
1.14	io.alapierre.commons	jdbc-util	1.14
1.13	io.alapierre.commons	jdbc-util	1.13
1.12	io.alapierre.commons	jdbc-util	1.12
1.11	io.alapierre.commons	jdbc-util	1.11
1.10	io.alapierre.commons	jdbc-util	1.10
1.9	io.alapierre.commons	jdbc-util	1.9
1.8	io.alapierre.commons	jdbc-util	1.8
1.7	io.alapierre.commons	jdbc-util	1.7
1.6	io.alapierre.commons	jdbc-util	1.6
1.5	io.alapierre.commons	jdbc-util	1.5
1.4	io.alapierre.commons	jdbc-util	1.4
1.3	io.alapierre.commons	jdbc-util	1.3
