6.10.0		2018-08-21T16:13:40Z	
6.11.0		2018-09-12T12:55:11Z	
6.11.1		2018-09-20T15:37:18Z	
6.12.0		2018-10-05T09:56:47Z	
6.12.1		2018-10-08T13:15:18Z	
6.12.2		2018-10-16T17:40:42Z	
6.13.0		2018-10-24T15:05:42Z	
6.13.1		2018-11-08T10:40:48Z	
6.14.0		2018-11-14T15:26:25Z	
6.14.1		2018-11-16T10:22:42Z	
6.14.2		2018-11-23T10:22:59Z	
6.15.0		2018-12-05T11:49:43Z	
6.16.0		2018-12-26T15:16:24Z	
6.17.0		2019-01-18T11:31:55Z	
6.17.1		2019-01-22T10:14:08Z	
6.18.0		2019-02-06T15:12:51Z	
6.18.1		2019-02-12T11:51:45Z	
6.18.2		2019-02-14T16:06:09Z	
6.19.0		2019-02-27T11:10:35Z	
6.19.1		2019-03-12T12:41:22Z	
6.19.2		2019-03-15T14:27:58Z	
6.19.3		2019-04-11T10:18:26Z	
6.19.4		2019-05-23T11:46:31Z	
6.19.5		2019-05-29T17:59:39Z	
6.19.6		2019-09-20T07:37:27Z	
7.0.0-RC-1.0		2019-06-03T09:41:23Z	
7.0.0-RC-1.1		2019-06-19T20:53:44Z	
7.0.0-RC-2.0		2019-06-19T09:49:50Z	
7.0.0-beta-1.0		2019-02-27T16:11:23Z	
7.0.0-beta-2.0		2019-03-20T11:25:58Z	
7.0.0-beta-3.0		2019-04-10T16:19:43Z	
7.0.0-beta-4.0		2019-05-03T13:45:55Z	
7.0.0-beta-5.0		2019-05-22T12:28:38Z	
7.0.0-rc-3.0		2019-07-05T11:08:16Z	
