1.0.0		2016-10-26T22:51:10Z	
1.0.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.10/useful-things-1.0.10.jar returned status 404
1.0.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.11/useful-things-1.0.11.jar returned status 404
1.0.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.12/useful-things-1.0.12.jar returned status 404
1.0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.13/useful-things-1.0.13.jar returned status 404
1.0.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.14/useful-things-1.0.14.jar returned status 404
1.0.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.16/useful-things-1.0.16.jar returned status 404
1.0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.17/useful-things-1.0.17.jar returned status 404
1.0.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.21/useful-things-1.0.21.jar returned status 404
1.0.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.22/useful-things-1.0.22.jar returned status 404
1.0.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.23/useful-things-1.0.23.jar returned status 404
1.0.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.24/useful-things-1.0.24.jar returned status 404
1.0.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.25/useful-things-1.0.25.jar returned status 404
1.0.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.26/useful-things-1.0.26.jar returned status 404
1.0.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.27/useful-things-1.0.27.jar returned status 404
1.0.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.28/useful-things-1.0.28.jar returned status 404
1.0.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.29/useful-things-1.0.29.jar returned status 404
1.0.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.30/useful-things-1.0.30.jar returned status 404
1.0.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.31/useful-things-1.0.31.jar returned status 404
1.0.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.32/useful-things-1.0.32.jar returned status 404
1.0.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.36/useful-things-1.0.36.jar returned status 404
1.0.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.37/useful-things-1.0.37.jar returned status 404
1.0.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.38/useful-things-1.0.38.jar returned status 404
1.0.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.39/useful-things-1.0.39.jar returned status 404
1.0.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.40/useful-things-1.0.40.jar returned status 404
1.0.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.41/useful-things-1.0.41.jar returned status 404
1.0.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.42/useful-things-1.0.42.jar returned status 404
1.0.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.43/useful-things-1.0.43.jar returned status 404
1.0.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.44/useful-things-1.0.44.jar returned status 404
1.0.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.45/useful-things-1.0.45.jar returned status 404
1.0.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.46/useful-things-1.0.46.jar returned status 404
1.0.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/rsqn/useful-things/1.0.47/useful-things-1.0.47.jar returned status 404
