1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jrcarcamod/TestLibraryMaven/1.0.0/TestLibraryMaven-1.0.0.jar returned status 404
1.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jrcarcamod/TestLibraryMaven/1.1.0/TestLibraryMaven-1.1.0.jar returned status 404
1.1.0	amxRelease-javadoc	2024-12-26T23:14:43Z	
1.1.0	amxRelease-sources	2024-12-26T23:14:42Z	
1.1.0	prodRelease-javadoc	2024-12-26T23:14:43Z	
1.1.0	prodRelease-sources	2024-12-26T23:14:42Z	
