2.6.800	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.700	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.600	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.500	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.400	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.300	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.200	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.100	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.6.0	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.5.400	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.5.300	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.5.200	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.5.100	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.5.0	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.700	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.600	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.500	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.400	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.300	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.200	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.100	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
2.4.0	automatic	org.eclipse.platform	org.eclipse.equinox.p2.director
