1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/citcon/sdk/alipay/1.0.0/alipay-1.0.0.jar returned status 404
15.8.03			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/citcon/sdk/alipay/15.8.03/alipay-15.8.03.jar returned status 404
