1.4.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/it/czerwinski/kotlin-util-native/1.4.0/kotlin-util-native-1.4.0.jar returned status 404
1.4.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/it/czerwinski/kotlin-util-native/1.4.10/kotlin-util-native-1.4.10.jar returned status 404
