0.1		2018-09-28T14:20:38Z	
0.2		2018-10-12T17:13:59Z	
1.0		2019-06-11T12:42:58Z	
1.1		2019-11-07T00:44:04Z	
1.1	jar-with-dependencies	2019-11-07T00:44:03Z	
1.2		2019-12-05T08:15:06Z	
1.2	jar-with-dependencies	2019-12-05T08:15:04Z	
1.3		2020-01-24T02:04:52Z	
1.3	jar-with-dependencies	2020-01-24T02:04:56Z	
1.4		2020-02-12T23:48:31Z	
1.4	jar-with-dependencies	2020-02-12T23:48:36Z	
1.5		2020-03-04T11:49:23Z	
1.5	jar-with-dependencies	2020-03-04T11:49:26Z	
1.6		2020-04-09T01:57:48Z	
1.6	jar-with-dependencies	2020-04-09T01:57:48Z	
1.7		2020-05-04T21:44:30Z	
1.7	jar-with-dependencies	2020-05-04T21:44:30Z	
