1.1		2019-11-06T20:53:41Z	
1.2		2019-12-05T00:31:56Z	
1.3		2020-01-23T22:16:23Z	
1.4		2020-02-12T20:17:23Z	
1.5		2020-03-03T14:26:08Z	
1.6		2020-04-08T23:19:41Z	
1.7		2020-05-04T14:53:01Z	
1.8		2020-06-10T09:56:12Z	
2.0		2020-07-03T00:44:54Z	
2.0	jar-with-dependencies	2020-07-03T00:44:55Z	
2.1		2020-08-01T11:03:58Z	
2.1	jar-with-dependencies	2020-08-01T11:03:58Z	
2.10		2021-06-02T13:43:59Z	
2.11		2021-07-01T14:38:39Z	
2.2		2020-09-09T17:43:50Z	
2.3		2020-10-03T11:00:57Z	
2.4		2020-11-03T08:40:18Z	
2.5		2020-12-10T12:06:36Z	
2.6		2021-02-06T15:55:46Z	
2.7		2021-03-04T10:05:56Z	
2.8		2021-04-07T09:44:37Z	
2.9		2021-04-29T15:30:24Z	
3.0		2021-08-02T14:29:25Z	
3.1		2021-08-31T08:29:23Z	
3.10		2022-07-11T09:39:43Z	
3.10.1		2023-02-02T17:31:21Z	
3.11		2022-08-30T20:35:16Z	
3.12		2022-09-27T13:10:13Z	
3.13		2022-11-07T20:59:02Z	
3.14		2022-12-20T13:56:05Z	
3.15		2023-01-31T14:46:09Z	
3.2		2021-09-30T16:10:53Z	
3.3		2021-11-02T18:26:37Z	
3.4		2021-11-29T10:15:12Z	
3.5		2022-01-31T09:03:21Z	
3.6		2022-03-06T10:54:47Z	
3.7		2022-03-31T13:35:59Z	
3.8		2022-04-28T15:04:35Z	
3.9		2022-05-31T09:15:42Z	
4.0		2023-03-29T12:04:32Z	
4.1		2023-05-29T18:43:43Z	
4.2		2023-07-19T13:53:04Z	
4.3		2023-09-11T16:54:23Z	
5.0		2024-06-27T16:19:54Z	
5.1		2024-09-30T11:47:55Z	
5.2		2025-01-04T12:24:43Z	
5.2.1		2025-01-15T13:41:42Z	
5.3		2025-05-19T10:42:25Z	
