1.1		2019-11-06T22:22:02Z	
1.2		2019-12-05T00:51:24Z	
1.3		2020-01-23T23:09:04Z	
1.4		2020-02-12T20:32:42Z	
1.5		2020-03-03T15:15:09Z	
1.6		2020-04-08T23:35:52Z	
1.7		2020-05-04T15:25:53Z	
1.8		2020-06-10T23:08:38Z	
2.0		2020-07-03T01:04:43Z	
2.0	jar-with-dependencies	2020-07-03T01:04:44Z	
2.1		2020-08-01T11:20:45Z	
2.1	jar-with-dependencies	2020-08-01T11:20:45Z	
2.10		2021-06-02T13:44:17Z	
2.11		2021-07-01T14:38:51Z	
2.2		2020-09-09T14:38:12Z	
2.3		2020-10-03T11:14:06Z	
2.4		2020-11-03T20:02:36Z	
2.5		2020-12-10T12:30:41Z	
2.6		2021-02-06T16:10:40Z	
2.7		2021-03-04T10:06:07Z	
2.8		2021-04-07T09:44:48Z	
2.9		2021-04-29T15:30:36Z	
3.0		2021-08-02T14:29:46Z	
3.1		2021-08-31T08:29:38Z	
3.10		2022-07-11T09:40:17Z	
3.10.1		2023-02-02T17:31:39Z	
3.11		2022-08-30T20:35:38Z	
3.12		2022-09-27T13:10:27Z	
3.13		2022-11-07T20:59:18Z	
3.14		2022-12-20T13:56:18Z	
3.15		2023-01-31T14:46:28Z	
3.2		2021-09-30T16:11:12Z	
3.3		2021-11-02T18:26:59Z	
3.4		2021-11-29T10:15:27Z	
3.5		2022-01-31T09:03:38Z	
3.6		2022-03-06T10:55:04Z	
3.7		2022-03-31T13:36:12Z	
3.8		2022-04-28T15:04:57Z	
3.9		2022-05-31T09:16:03Z	
4.0		2023-03-29T12:04:46Z	
4.1		2023-05-29T18:43:53Z	
4.2		2023-07-19T13:53:10Z	
4.3		2023-09-11T16:54:32Z	
5.0		2024-06-27T16:20:02Z	
5.1		2024-09-30T11:48:01Z	
5.2		2025-01-04T12:24:48Z	
5.2.1		2025-01-15T13:41:46Z	
5.3		2025-05-19T10:42:31Z	
