2.0.0		2010-06-08T23:40:06Z	
2.2.4		2011-06-13T23:46:26Z	
2.2.6		2011-11-20T19:51:04Z	
2.2.6	jdk5	2011-11-20T19:59:10Z	
2.2.6	jdk6debug	2011-11-20T19:56:09Z	
2.2.7		2012-01-15T04:52:22Z	
2.2.7	jdk5	2012-01-15T05:04:33Z	
2.2.7	jdk6debug	2012-01-15T04:55:47Z	
2.2.8		2012-01-22T16:54:29Z	
2.2.8	jdk5	2012-01-22T17:01:54Z	
2.2.8	jdk6debug	2012-01-22T16:59:14Z	
2.2.9		2012-10-12T03:34:41Z	
2.2.9	jdk5	2012-10-12T03:43:04Z	
2.2.9	jdk6debug	2012-10-12T03:41:39Z	
2.3.0		2013-07-18T21:09:14Z	
2.3.0	jdk5	2013-07-18T22:27:16Z	
2.3.0	jdk6debug	2013-07-18T21:37:12Z	
2.3.1		2013-10-08T02:58:09Z	
2.3.1	jdk5	2013-10-08T03:06:16Z	
2.3.1	jdk6debug	2013-10-08T03:00:39Z	
2.3.2		2014-02-14T16:39:22Z	
2.3.2	jdk5	2014-02-14T16:53:14Z	
2.3.2	jdk6debug	2014-02-14T16:50:48Z	
2.3.3		2015-07-01T01:41:32Z	
2.3.3	jdk5	2015-07-01T01:55:45Z	
2.3.3	jdk6debug	2015-07-01T01:59:20Z	
2.3.4		2016-05-16T13:56:46Z	
2.3.4	jdk5	2016-05-16T14:02:48Z	
2.3.4	jdk6debug	2016-05-16T14:00:26Z	
2.3.5		2017-04-16T20:07:33Z	
2.3.5	jdk5	2017-04-16T20:18:16Z	
2.3.5	jdk6debug	2017-04-16T20:12:34Z	
2.3.6		2018-05-20T17:30:15Z	
2.3.6	jdk6debug	2018-05-20T17:35:14Z	
2.4.0		2017-04-09T22:33:30Z	
2.4.0	jdk8debug	2017-04-09T22:47:21Z	
2.4.1		2018-05-20T16:23:20Z	
2.4.1	jdk8debug	2018-05-20T16:32:50Z	
2.5.0		2019-06-03T01:47:11Z	
2.5.0	debug	2019-06-03T01:50:30Z	
2.5.1		2020-06-28T22:49:47Z	
2.5.1	debug	2020-06-28T22:59:06Z	
2.5.2		2021-04-12T19:18:37Z	
2.5.2	debug	2021-04-12T19:19:19Z	
2.6.0		2021-04-08T05:37:01Z	
2.6.0	debug	2021-04-08T13:07:19Z	
2.6.1		2021-10-25T01:35:17Z	
2.6.1	debug	2021-10-25T01:57:37Z	
2.6.1	jdk8	2021-10-25T02:10:46Z	
2.7.0		2022-07-26T22:57:13Z	
2.7.0	debug	2022-07-26T22:58:41Z	
2.7.0	jdk8	2022-07-26T22:59:32Z	
2.7.1		2022-10-22T14:22:41Z	
2.7.1	debug	2022-10-22T14:24:17Z	
2.7.1	jdk8	2022-10-22T14:23:58Z	
2.7.2		2023-05-31T02:45:09Z	
2.7.2	debug	2023-05-31T02:45:21Z	
2.7.2	jdk8	2023-05-31T02:46:47Z	
2.7.3		2024-05-31T03:59:28Z	
2.7.3	debug	2024-05-31T04:04:14Z	
2.7.3	jdk8	2024-05-31T04:04:28Z	
2.7.4		2024-11-03T01:27:01Z	
2.7.4	debug	2024-11-03T01:28:02Z	
2.7.4	jdk8	2024-11-03T01:29:08Z	
