2025.0.1	automatic	com.luamas.thinkbridge	thinkbridge-common-spring-webflux	2025-12-22T13:33:04Z	
2025.1.0	automatic	com.luamas.thinkbridge	thinkbridge-common-spring-webflux	2025-12-22T13:44:55Z	
2025.0.2	automatic	com.luamas.thinkbridge	thinkbridge-common-spring-webflux	2026-01-19T03:57:43Z	
