1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/1.0.0/porygon-theme-1.0.0.jar returned status 404
3.0.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.49/porygon-theme-3.0.49.jar returned status 404
3.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.5/porygon-theme-3.0.5.jar returned status 404
3.0.50			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.50/porygon-theme-3.0.50.jar returned status 404
3.0.51			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.51/porygon-theme-3.0.51.jar returned status 404
3.0.52			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.52/porygon-theme-3.0.52.jar returned status 404
3.0.53			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.53/porygon-theme-3.0.53.jar returned status 404
3.0.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.54/porygon-theme-3.0.54.jar returned status 404
3.0.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.55/porygon-theme-3.0.55.jar returned status 404
3.0.56			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.56/porygon-theme-3.0.56.jar returned status 404
3.0.57			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.57/porygon-theme-3.0.57.jar returned status 404
3.0.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.58/porygon-theme-3.0.58.jar returned status 404
3.0.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.59/porygon-theme-3.0.59.jar returned status 404
3.0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.6/porygon-theme-3.0.6.jar returned status 404
3.0.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.60/porygon-theme-3.0.60.jar returned status 404
3.0.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.61/porygon-theme-3.0.61.jar returned status 404
3.0.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.62/porygon-theme-3.0.62.jar returned status 404
3.0.63			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.63/porygon-theme-3.0.63.jar returned status 404
3.0.64			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.64/porygon-theme-3.0.64.jar returned status 404
3.0.65			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.65/porygon-theme-3.0.65.jar returned status 404
3.0.66			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.66/porygon-theme-3.0.66.jar returned status 404
3.0.67			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.67/porygon-theme-3.0.67.jar returned status 404
3.0.68			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.68/porygon-theme-3.0.68.jar returned status 404
3.0.69			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.69/porygon-theme-3.0.69.jar returned status 404
3.0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.7/porygon-theme-3.0.7.jar returned status 404
3.0.70			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.70/porygon-theme-3.0.70.jar returned status 404
3.0.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.71/porygon-theme-3.0.71.jar returned status 404
3.0.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.72/porygon-theme-3.0.72.jar returned status 404
3.0.73			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.73/porygon-theme-3.0.73.jar returned status 404
3.0.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.74/porygon-theme-3.0.74.jar returned status 404
3.0.75			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.75/porygon-theme-3.0.75.jar returned status 404
3.0.76		2023-09-13T17:59:11Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.76/porygon-theme-3.0.76.jar returned status 404
3.0.77		2024-02-27T22:49:44Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.77/porygon-theme-3.0.77.jar returned status 404
3.0.78		2024-03-27T06:53:28Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.78/porygon-theme-3.0.78.jar returned status 404
3.0.79		2025-04-02T18:08:17Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.79/porygon-theme-3.0.79.jar returned status 404
3.0.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.8/porygon-theme-3.0.8.jar returned status 404
3.0.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/3.0.9/porygon-theme-3.0.9.jar returned status 404
4.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.0/porygon-theme-4.0.0.jar returned status 404
4.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.1/porygon-theme-4.0.1.jar returned status 404
4.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.2/porygon-theme-4.0.2.jar returned status 404
4.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.3/porygon-theme-4.0.3.jar returned status 404
4.0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.4/porygon-theme-4.0.4.jar returned status 404
4.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.5/porygon-theme-4.0.5.jar returned status 404
4.0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.6/porygon-theme-4.0.6.jar returned status 404
4.0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.7/porygon-theme-4.0.7.jar returned status 404
4.0.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.8/porygon-theme-4.0.8.jar returned status 404
4.0.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/liferay/plugins/porygon-theme/4.0.9/porygon-theme-4.0.9.jar returned status 404
