2.0.10		2021-02-07T22:56:19Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.10/spek-runtime-native-windows-2.0.10.jar returned status 404
2.0.11		2021-02-07T23:01:09Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.11/spek-runtime-native-windows-2.0.11.jar returned status 404
2.0.12		2021-02-07T23:04:13Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.12/spek-runtime-native-windows-2.0.12.jar returned status 404
2.0.13		2021-02-07T23:07:33Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.13/spek-runtime-native-windows-2.0.13.jar returned status 404
2.0.14		2021-02-07T23:31:30Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.14/spek-runtime-native-windows-2.0.14.jar returned status 404
2.0.15		2021-02-07T22:36:09Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.15/spek-runtime-native-windows-2.0.15.jar returned status 404
2.0.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.16/spek-runtime-native-windows-2.0.16.jar returned status 404
2.0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.17/spek-runtime-native-windows-2.0.17.jar returned status 404
2.0.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.18/spek-runtime-native-windows-2.0.18.jar returned status 404
2.0.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/spekframework/spek2/spek-runtime-native-windows/2.0.19/spek-runtime-native-windows-2.0.19.jar returned status 404
