11.0		2024-06-13T08:21:14Z	
11.0	jar-with-dependencies	2024-06-13T08:18:49Z	
11.1		2024-12-05T14:29:06Z	
11.1	jar-with-dependencies	2024-12-05T14:28:50Z	
11.2		2025-01-23T17:40:54Z	
11.2	jar-with-dependencies	2025-01-23T17:41:13Z	
11.3		2025-04-16T11:21:10Z	
11.3	jar-with-dependencies	2025-04-16T11:22:21Z	
12.0		2025-05-08T12:50:59Z	
12.0	jar-with-dependencies	2025-05-08T12:51:26Z	
12.1		2025-05-29T10:39:41Z	
12.1	jar-with-dependencies	2025-05-29T10:39:15Z	
12.2		2025-08-07T14:25:20Z	
12.2	jar-with-dependencies	2025-08-07T14:25:20Z	
12.3		2025-08-27T19:26:46Z	
12.3	jar-with-dependencies	2025-08-27T19:26:46Z	
