4.7.10	automatic	io.nstream	nstream-store-cassandra-inner	2024-04-08T19:34:58Z	
4.8.15	automatic	io.nstream	nstream-store-cassandra-inner	2024-04-27T02:25:15Z	
4.9.16	automatic	io.nstream	nstream-store-cassandra-inner	2024-05-15T23:22:00Z	
4.9.17	automatic	io.nstream	nstream-store-cassandra-inner	2024-05-28T20:52:37Z	
4.10.18	automatic	io.nstream	nstream-store-cassandra-inner	2024-06-20T01:31:50Z	
4.11.19	automatic	io.nstream	nstream-store-cassandra-inner	2024-07-08T19:49:02Z	
4.12.20	automatic	io.nstream	nstream-store-cassandra-inner	2024-08-08T17:16:01Z	
4.13.21	automatic	io.nstream	nstream-store-cassandra-inner	2024-09-23T20:18:02Z	
4.14.22	automatic	io.nstream	nstream-store-cassandra-inner	2024-10-25T20:05:44Z	
4.15.23	automatic	io.nstream	nstream-store-cassandra-inner	2024-12-06T19:47:57Z	
