0.1	named	org.opengis.cite	ets-ogcapi-processes10	2022-01-27T10:36:43Z	2.12.1
0.2	named	org.opengis.cite	ets-ogcapi-processes10	2022-05-30T16:26:07Z	2.12.1
0.3	named	org.opengis.cite	ets-ogcapi-processes10	2022-08-26T16:00:41Z	2.12.1
0.1	named	org.opengis.cite	ets-geopose10	2023-01-30T16:32:44Z	2.12.1
0.4	named	org.opengis.cite	ets-ogcapi-processes10	2023-02-08T10:47:01Z	2.12.1
0.5	named	org.opengis.cite	ets-ogcapi-processes10	2023-05-30T15:31:12Z	2.12.1
1.0	named	org.opengis.cite	ets-ogcapi-processes10	2023-06-22T17:56:12Z	2.12.1
1.0	named	org.opengis.cite	ets-geopose10	2023-10-12T09:04:07Z	2.12.1
1.1	named	org.opengis.cite	ets-ogcapi-processes10	2023-12-19T10:33:01Z	2.12.1
1.2	named	org.opengis.cite	ets-ogcapi-processes10	2024-03-21T16:48:21Z	2.12.1
