0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/huiveloper/formatter/0.0.1/formatter-0.0.1.jar returned status 404
0.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/huiveloper/formatter/0.0.2/formatter-0.0.2.jar returned status 404
0.0.2	javaDoc	2023-04-21T09:05:06Z	
