0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/cloud/proxi/sdkv3/cloud.proxi.sdkv3/0.0.1/cloud.proxi.sdkv3-0.0.1.jar returned status 404
0.0.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/cloud/proxi/sdkv3/cloud.proxi.sdkv3/0.0.41/cloud.proxi.sdkv3-0.0.41.jar returned status 404
