0.9.2	named	sk.annotation.projects.signito	signito-client	2022-06-06T10:52:52Z	2.13.2
0.9.3	named	sk.annotation.projects.signito	signito-client	2022-06-09T09:33:02Z	2.13.2
0.9.4	named	sk.annotation.projects.signito	signito-client	2022-07-26T12:55:26Z	2.13.2
0.9.5	named	sk.annotation.projects.signito	signito-client	2022-07-29T12:11:56Z	2.13.2
0.9.7	named	sk.annotation.projects.signito	signito-client	2022-08-05T22:21:38Z	2.13.2
0.9.8	named	sk.annotation.projects.signito	signito-client	2022-08-05T23:21:41Z	2.13.2
0.9.9	named	sk.annotation.projects.signito	signito-client	2022-08-07T21:10:39Z	2.13.2
0.9.10	named	sk.annotation.projects.signito	signito-client	2022-08-08T13:05:35Z	2.13.2
0.9.11	named	sk.annotation.projects.signito	signito-client	2022-08-08T16:25:12Z	2.13.2
0.9.12	named	sk.annotation.projects.signito	signito-client	2022-08-09T08:08:03Z	2.13.2
0.9.13	named	sk.annotation.projects.signito	signito-client	2022-08-12T06:13:36Z	2.13.2
0.9.15	named	sk.annotation.projects.signito	signito-client	2022-08-12T08:38:44Z	2.13.2
0.9.16	named	sk.annotation.projects.signito	signito-client	2022-08-12T14:06:40Z	2.13.2
0.9.17	named	sk.annotation.projects.signito	signito-client	2022-08-16T07:53:56Z	2.13.2
0.9.18	named	sk.annotation.projects.signito	signito-client	2022-08-18T06:38:43Z	2.13.2
0.9.19	named	sk.annotation.projects.signito	signito-client	2022-08-26T07:25:23Z	2.13.2
0.9.20	named	sk.annotation.projects.signito	signito-client	2022-08-26T08:47:45Z	2.13.2
0.9.21	named	sk.annotation.projects.signito	signito-client	2022-09-04T14:54:58Z	2.13.2
0.9.22	named	sk.annotation.projects.signito	signito-client	2022-09-06T14:05:18Z	2.13.2
0.9.23	named	sk.annotation.projects.signito	signito-client	2022-09-07T07:03:06Z	2.13.2
0.9.24	named	sk.annotation.projects.signito	signito-client	2022-09-08T10:22:20Z	2.13.2
0.9.25	named	sk.annotation.projects.signito	signito-client	2022-09-10T16:17:55Z	2.13.2
0.9.26	named	sk.annotation.projects.signito	signito-client	2022-10-03T01:05:28Z	2.13.2
0.9.27	named	sk.annotation.projects.signito	signito-client	2022-10-03T11:24:51Z	2.13.2
0.9.28	named	sk.annotation.projects.signito	signito-client	2022-10-03T19:23:25Z	2.13.2
0.9.30	named	sk.annotation.projects.signito	signito-client	2022-10-18T13:50:40Z	2.13.2
0.9.31	named	sk.annotation.projects.signito	signito-client	2022-10-21T14:04:40Z	2.13.2
0.9.38	named	sk.annotation.projects.signito	signito-client	2022-11-18T10:09:18Z	2.13.2
0.9.40	named	sk.annotation.projects.signito	signito-client	2022-11-18T11:31:56Z	2.13.2
0.9.45	named	sk.annotation.projects.signito	signito-client	2022-12-02T14:02:54Z	2.13.2
0.9.46	named	sk.annotation.projects.signito	signito-client	2022-12-02T20:20:19Z	2.13.2
0.12.02	named	sk.annotation.projects.signito	signito-client	2023-11-06T19:51:30Z	2.14.1
0.12.04	named	sk.annotation.projects.signito	signito-client	2023-11-09T18:38:08Z	2.14.1
0.12.05	named	sk.annotation.projects.signito	signito-client	2023-11-09T19:31:27Z	2.14.1
0.12.06	named	sk.annotation.projects.signito	signito-client	2023-11-23T20:17:54Z	2.14.1
0.12.08	named	sk.annotation.projects.signito	signito-client	2024-01-24T18:09:41Z	2.14.1
0.12.13	named	sk.annotation.projects.signito	signito-client	2024-04-18T19:25:47Z	2.14.1
0.12.14	named	sk.annotation.projects.signito	signito-client	2024-04-18T19:47:24Z	2.14.1
0.12.15	named	sk.annotation.projects.signito	signito-client	2024-05-09T13:36:56Z	2.14.1
0.12.17	named	sk.annotation.projects.signito	signito-client	2024-08-03T12:43:08Z	2.14.1
0.12.18	named	sk.annotation.projects.signito	signito-client	2024-08-20T17:12:14Z	2.14.1
1.15.0	named	sk.annotation.projects.signito	signito-client	2025-11-28T12:25:48Z	2.19.4
