0.0.99	named	com.yotpo	metorikku_2.12	2020-09-21T13:16:16Z	2.10.0
0.0.100	named	com.yotpo	metorikku_2.12	2020-09-21T18:50:52Z	2.10.0
0.0.101	named	com.yotpo	metorikku_2.12	2020-09-23T09:03:12Z	2.10.0
0.0.103	named	com.yotpo	metorikku_2.12	2020-09-30T13:33:07Z	2.10.0
0.1.15	named	com.ebiznext	comet-spark3_2.12	2020-10-06T14:18:52Z	2.10.0
0.0.104	named	com.yotpo	metorikku_2.12	2020-10-07T09:42:15Z	2.10.0
0.0.105	named	com.yotpo	metorikku_2.12	2020-10-07T09:50:44Z	2.10.0
0.1.16	named	com.ebiznext	comet-spark3_2.12	2020-10-14T21:14:59Z	2.10.0
0.0.106	named	com.yotpo	metorikku_2.12	2020-10-19T07:31:34Z	2.10.0
0.1.17	named	com.ebiznext	comet-spark3_2.12	2020-10-22T14:33:10Z	2.10.0
0.1.18	named	com.ebiznext	comet-spark3_2.12	2020-10-23T05:42:11Z	2.10.0
0.1.19	named	com.ebiznext	comet-spark3_2.12	2020-10-23T13:07:57Z	2.10.0
0.0.107	named	com.yotpo	metorikku_2.12	2020-11-01T10:12:00Z	2.10.0
0.0.108	named	com.yotpo	metorikku_2.12	2020-11-12T10:15:56Z	2.10.0
0.1.20	named	com.ebiznext	comet-spark3_2.12	2020-11-13T11:15:50Z	2.10.0
0.1.21	named	com.ebiznext	comet-spark3_2.12	2020-11-13T11:43:45Z	2.10.0
0.0.109	named	com.yotpo	metorikku_2.12	2020-11-15T09:09:19Z	2.10.0
0.0.110	named	com.yotpo	metorikku_2.12	2020-11-15T11:23:45Z	2.10.0
0.1.22	named	com.ebiznext	comet-spark3_2.12	2020-12-08T14:53:45Z	2.10.0
0.0.111	named	com.yotpo	metorikku_2.12	2020-12-09T12:32:40Z	2.10.0
0.0.113	named	com.yotpo	metorikku_2.12	2020-12-13T14:56:21Z	2.10.0
0.1.23	named	com.ebiznext	comet-spark3_2.12	2020-12-15T22:47:57Z	2.10.0
0.1.25	named	com.ebiznext	comet-spark3_2.12	2020-12-16T11:11:56Z	2.10.0
0.1.27	named	com.ebiznext	comet-spark3_2.12	2021-01-04T11:33:43Z	2.10.0
0.0.114	named	com.yotpo	metorikku_2.12	2021-01-13T20:06:07Z	2.10.0
0.1.28	named	com.ebiznext	comet-spark3_2.12	2021-01-20T09:11:55Z	2.10.0
0.0.115	named	com.yotpo	metorikku_2.12	2021-02-04T12:31:54Z	2.10.0
0.0.116	named	com.yotpo	metorikku_2.12	2021-02-07T11:13:24Z	2.10.0
0.0.117	named	com.yotpo	metorikku_2.12	2021-02-07T11:22:06Z	2.10.0
0.0.118	named	com.yotpo	metorikku_2.12	2021-02-08T21:42:47Z	2.10.0
0.1.29	named	com.ebiznext	comet-spark3_2.12	2021-02-10T08:11:34Z	2.10.0
0.1.32	named	com.ebiznext	comet-spark3_2.12	2021-02-10T10:17:06Z	2.10.0
0.1.33	named	com.ebiznext	comet-spark3_2.12	2021-02-10T11:37:51Z	2.10.0
0.1.34	named	com.ebiznext	comet-spark3_2.12	2021-02-19T10:37:55Z	2.10.0
0.0.119	named	com.yotpo	metorikku_2.12	2021-02-21T13:51:07Z	2.10.0
0.0.120	named	com.yotpo	metorikku_2.12	2021-03-16T18:55:22Z	2.10.0
0.0.121	named	com.yotpo	metorikku_2.12	2021-03-25T11:51:31Z	2.10.0
0.0.122	named	com.yotpo	metorikku_2.12	2021-05-15T18:01:57Z	2.10.0
0.0.123	named	com.yotpo	metorikku_2.12	2021-05-25T11:17:42Z	2.10.0
0.0.124	named	com.yotpo	metorikku_2.12	2021-05-31T05:03:17Z	2.10.0
0.0.125	named	com.yotpo	metorikku_2.12	2021-05-31T14:38:24Z	2.10.0
0.0.126	named	com.yotpo	metorikku_2.12	2021-06-15T15:13:34Z	2.10.0
0.0.127	named	com.yotpo	metorikku_2.12	2021-06-16T21:44:56Z	2.10.0
0.0.128	named	com.yotpo	metorikku_2.12	2021-06-21T12:13:24Z	2.10.0
0.0.129	named	com.yotpo	metorikku_2.12	2021-06-22T07:29:34Z	2.10.0
0.0.130	named	com.yotpo	metorikku_2.12	2021-06-23T06:18:53Z	2.10.0
0.0.131	named	com.yotpo	metorikku_2.12	2021-06-23T14:53:54Z	2.10.0
0.0.132	named	com.yotpo	metorikku_2.12	2021-06-27T09:59:26Z	2.10.0
0.0.133	named	com.yotpo	metorikku_2.12	2021-06-29T07:20:06Z	2.10.0
0.0.134	named	com.yotpo	metorikku_2.12	2021-08-09T22:03:44Z	2.10.0
0.0.135	named	com.yotpo	metorikku_2.12	2021-09-23T12:53:53Z	2.10.0
0.0.137	named	com.yotpo	metorikku_2.12	2021-12-13T12:27:05Z	2.10.0
0.0.138	named	com.yotpo	metorikku_2.12	2021-12-13T13:18:26Z	2.10.0
0.0.139	named	com.yotpo	metorikku_2.12	2021-12-20T08:13:01Z	2.12.3
0.0.140	named	com.yotpo	metorikku_2.12	2021-12-21T15:52:26Z	2.12.3
0.0.141	named	com.yotpo	metorikku_2.12	2021-12-26T12:03:06Z	2.12.3
0.0.142	named	com.yotpo	metorikku_2.12	2021-12-27T14:37:57Z	2.12.3
0.0.143	named	com.yotpo	metorikku_2.12	2021-12-29T13:17:38Z	2.12.3
0.0.144	named	com.yotpo	metorikku_2.12	2022-02-13T18:04:45Z	2.12.3
0.0.145	named	com.yotpo	metorikku_2.12	2022-02-16T08:50:09Z	2.12.3
0.0.146	named	com.yotpo	metorikku_2.12	2022-02-27T10:20:02Z	2.12.3
0.0.147	named	com.yotpo	metorikku_2.12	2022-04-03T12:22:12Z	2.12.3
0.6.0	named	io.scalac	mesmer-otel-extension_2.13	2022-04-13T08:42:32Z	2.11.4
0.0.148	named	com.yotpo	metorikku_2.12	2022-04-24T09:48:40Z	2.12.3
0.7.0	named	io.scalac	mesmer-otel-extension_2.13	2022-05-20T08:40:06Z	2.11.4
0.0.149	named	com.yotpo	metorikku_2.12	2022-06-09T06:53:28Z	2.12.3
0.0.151	named	com.yotpo	metorikku_2.12	2022-07-12T11:57:49Z	2.12.3
0.1.1	named	io.prophecy.spark	filetransfer_2.12	2022-07-13T15:00:00Z	2.13.3
0.8.0.RC1	named	io.scalac	mesmer-otel-extension_2.13	2022-08-19T12:39:43Z	2.11.4
0.8.0-RC2	named	io.scalac	mesmer-otel-extension_2.13	2022-09-26T14:15:35Z	2.11.4
3.1.0	named	de.julielab	julielab-neo4j-plugins-concepts	2022-12-10T16:40:08Z	2.14.1
0.0.153	named	com.yotpo	metorikku_2.12	2022-12-13T07:24:11Z	2.12.3
0.0.154	named	com.yotpo	metorikku_2.12	2022-12-14T07:22:04Z	2.12.3
3.2.1	named	de.julielab	julielab-neo4j-plugins-concepts	2023-01-23T20:36:35Z	2.14.1
0.0.155	named	com.yotpo	metorikku_2.12	2023-02-23T10:58:46Z	2.12.3
0.0.26	named	ai.chronon	spark_uber_2.12	2023-02-23T17:21:57Z	2.10.0
0.0.156	named	com.yotpo	metorikku_2.12	2023-02-27T17:46:42Z	2.12.3
0.0.27	named	ai.chronon	spark_uber_2.12	2023-03-01T19:33:11Z	2.10.0
0.0.28	named	ai.chronon	spark_uber_2.12	2023-03-08T05:04:30Z	2.10.0
0.0.28	named	ai.chronon	spark_uber_2.13	2023-03-08T05:05:16Z	2.12.3
0.0.29	named	ai.chronon	spark_uber_2.12	2023-03-08T23:25:33Z	2.10.0
0.0.29	named	ai.chronon	spark_uber_2.13	2023-03-08T23:26:54Z	2.12.3
0.0.30	named	ai.chronon	spark_uber_2.12	2023-03-13T23:03:43Z	2.10.0
0.0.30	named	ai.chronon	spark_uber_2.13	2023-03-13T23:05:29Z	2.12.3
0.0.31	named	ai.chronon	spark_uber_2.12	2023-03-14T06:04:01Z	2.10.0
0.0.31	named	ai.chronon	spark_embedded_2.12	2023-03-14T06:04:24Z	2.10.0
0.0.31	named	ai.chronon	spark_uber_2.13	2023-03-14T06:06:47Z	2.12.3
0.8.0	named	io.scalac	mesmer-otel-extension_2.13	2023-03-15T11:52:33Z	2.13.4
0.0.32	named	ai.chronon	spark_embedded_2.12	2023-03-21T22:29:28Z	2.10.0
0.0.32	named	ai.chronon	spark_uber_2.12	2023-03-21T22:32:19Z	2.10.0
0.0.32	named	ai.chronon	spark_uber_2.13	2023-03-21T22:33:26Z	2.12.3
0.0.33	named	ai.chronon	spark_uber_2.12	2023-03-21T23:46:36Z	2.10.0
0.0.33	named	ai.chronon	spark_embedded_2.12	2023-03-21T23:47:31Z	2.10.0
0.0.33	named	ai.chronon	spark_uber_2.13	2023-03-21T23:52:01Z	2.12.3
0.0.34	named	ai.chronon	spark_uber_2.12	2023-03-22T20:46:34Z	2.10.0
0.0.34	named	ai.chronon	spark_embedded_2.12	2023-03-22T20:46:45Z	2.10.0
0.0.34	named	ai.chronon	spark_uber_2.13	2023-03-22T20:47:48Z	2.12.3
0.0.35	named	ai.chronon	spark_uber_2.12	2023-03-23T18:34:54Z	2.10.0
0.0.35	named	ai.chronon	spark_embedded_2.12	2023-03-23T18:35:25Z	2.10.0
0.0.35	named	ai.chronon	spark_uber_2.13	2023-03-23T18:38:07Z	2.12.3
0.0.36	named	ai.chronon	spark_uber_2.12	2023-03-31T19:46:49Z	2.10.0
0.0.36	named	ai.chronon	spark_embedded_2.12	2023-03-31T19:47:57Z	2.10.0
0.0.36	named	ai.chronon	spark_uber_2.13	2023-03-31T19:56:35Z	2.12.3
0.0.37	named	ai.chronon	spark_embedded_2.12	2023-04-05T22:54:29Z	2.10.0
0.0.37	named	ai.chronon	spark_uber_2.12	2023-04-05T22:57:00Z	2.10.0
0.0.37	named	ai.chronon	spark_uber_2.13	2023-04-05T22:58:17Z	2.12.3
0.0.38	named	ai.chronon	spark_uber_2.12	2023-04-10T23:17:45Z	2.10.0
0.0.38	named	ai.chronon	spark_embedded_2.12	2023-04-10T23:18:18Z	2.10.0
0.0.38	named	ai.chronon	spark_uber_2.13	2023-04-10T23:21:04Z	2.12.3
0.9.0	named	io.scalac	mesmer-otel-extension_2.13	2023-04-11T14:09:54Z	2.13.4
0.0.39	named	ai.chronon	spark_uber_2.12	2023-04-19T00:18:22Z	2.10.0
0.0.39	named	ai.chronon	spark_embedded_2.12	2023-04-19T00:18:56Z	2.10.0
0.0.39	named	ai.chronon	spark_uber_2.13	2023-04-19T00:22:05Z	2.12.3
0.0.40	named	ai.chronon	spark_embedded_2.12	2023-04-28T23:27:51Z	2.10.0
0.0.40	named	ai.chronon	spark_uber_2.12	2023-04-28T23:28:01Z	2.10.0
0.0.40	named	ai.chronon	spark_uber_2.13	2023-04-28T23:28:56Z	2.12.3
0.0.41	named	ai.chronon	spark_uber_2.12	2023-06-21T17:13:20Z	2.10.0
0.0.41	named	ai.chronon	spark_embedded_2.12	2023-06-21T17:13:30Z	2.10.0
0.0.41	named	ai.chronon	spark_embedded_2.13	2023-06-21T17:14:34Z	2.12.3
0.0.41	named	ai.chronon	spark_uber_2.13	2023-06-21T17:14:47Z	2.12.3
0.0.42	named	ai.chronon	spark_embedded_2.12	2023-06-21T22:29:30Z	2.10.0
0.0.42	named	ai.chronon	spark_uber_2.12	2023-06-21T22:29:39Z	2.10.0
0.0.42	named	ai.chronon	spark_embedded_2.13	2023-06-21T22:30:35Z	2.12.3
0.0.42	named	ai.chronon	spark_uber_2.13	2023-06-21T22:30:47Z	2.12.3
0.0.43	named	ai.chronon	spark_uber_2.12	2023-06-23T17:59:35Z	2.10.0
0.0.43	named	ai.chronon	spark_embedded_2.12	2023-06-23T17:59:46Z	2.10.0
0.0.43	named	ai.chronon	spark_embedded_2.13	2023-06-23T18:00:49Z	2.12.3
0.0.43	named	ai.chronon	spark_uber_2.13	2023-06-23T18:01:06Z	2.12.3
0.0.44	named	ai.chronon	spark_embedded_2.12	2023-07-22T17:29:34Z	2.10.0
0.0.44	named	ai.chronon	spark_uber_2.12	2023-07-22T17:29:44Z	2.10.0
0.0.44	named	ai.chronon	spark_embedded_2.13	2023-07-22T17:30:39Z	2.12.3
0.0.44	named	ai.chronon	spark_uber_2.13	2023-07-22T17:30:49Z	2.12.3
0.0.45	named	ai.chronon	spark_uber_2.12	2023-08-02T21:49:16Z	2.10.0
0.0.45	named	ai.chronon	spark_embedded_2.12	2023-08-02T21:50:18Z	2.10.0
0.0.45	named	ai.chronon	spark_embedded_2.13	2023-08-02T21:56:41Z	2.12.3
0.0.45	named	ai.chronon	spark_uber_2.13	2023-08-02T22:05:31Z	2.12.3
chaining-0.0.46-dev	named	ai.chronon	spark_uber_2.12	2023-08-23T04:14:16Z	2.10.0
chaining-0.0.46-dev	named	ai.chronon	spark_embedded_2.12	2023-08-23T04:15:29Z	2.10.0
chaining-0.0.46-dev	named	ai.chronon	spark_embedded_2.13	2023-08-23T04:22:44Z	2.12.3
chaining-0.0.46-dev	named	ai.chronon	spark_uber_2.13	2023-08-23T04:32:47Z	2.12.3
