0.16	no.ssb.lds	linked-data-store-core	0.16
0.14	no.ssb.lds	linked-data-store-core	0.14
0.11	no.ssb.lds	linked-data-store-core	0.11
0.10	no.ssb.lds	linked-data-store-core	0.10
0.9	no.ssb.lds	linked-data-store-core	0.9
0.8	no.ssb.lds	linked-data-store-core	0.8
0.7	no.ssb.lds	linked-data-store-core	0.7
0.6	no.ssb.lds	linked-data-store-core	0.6
0.5	no.ssb.lds	linked-data-store-core	0.5
0.4	no.ssb.lds	linked-data-store-core	0.4
0.3	no.ssb.lds	linked-data-store-core	0.3
0.2	no.ssb.lds	linked-data-store-core	0.2
0.1	no.ssb.lds	linked-data-store-core	0.1
