10.0.0-M8	named	org.apache.tomcat	tomcat-jasper-el	2020-09-09T13:17:08Z	10.0.0.M8
9.0.38	named	org.apache.tomcat	tomcat-jasper-el	2020-09-10T08:40:17Z	9.0.38
10.0.0-M9	named	org.apache.tomcat	tomcat-jasper-el	2020-10-06T12:39:25Z	10.0.0.M9
9.0.39	named	org.apache.tomcat	tomcat-jasper-el	2020-10-06T14:30:00Z	9.0.39
10.0.0-M10	named	org.apache.tomcat	tomcat-jasper-el	2020-11-12T12:11:11Z	10.0.0.M10
9.0.40	named	org.apache.tomcat	tomcat-jasper-el	2020-11-12T15:54:06Z	9.0.40
10.0.0	named	org.apache.tomcat	tomcat-jasper-el	2020-12-03T12:47:46Z	10.0.0
9.0.41	named	org.apache.tomcat	tomcat-jasper-el	2020-12-03T12:52:56Z	9.0.41
10.0.2	named	org.apache.tomcat	tomcat-jasper-el	2021-01-28T19:09:15Z	10.0.2
9.0.43	named	org.apache.tomcat	tomcat-jasper-el	2021-01-28T20:42:34Z	9.0.43
9.0.44	named	org.apache.tomcat	tomcat-jasper-el	2021-03-04T22:07:03Z	9.0.44
10.0.4	named	org.apache.tomcat	tomcat-jasper-el	2021-03-05T11:20:23Z	10.0.4
10.0.5	named	org.apache.tomcat	tomcat-jasper-el	2021-03-30T08:35:06Z	10.0.5
9.0.45	named	org.apache.tomcat	tomcat-jasper-el	2021-03-30T10:45:34Z	9.0.45
10.0.6	named	org.apache.tomcat	tomcat-jasper-el	2021-05-08T15:52:30Z	10.0.6
9.0.46	named	org.apache.tomcat	tomcat-jasper-el	2021-05-08T18:03:36Z	9.0.46
10.1.0-M1	named	org.apache.tomcat	tomcat-jasper-el	2021-06-08T15:14:31Z	10.1.0.M1
10.0.7	named	org.apache.tomcat	tomcat-jasper-el	2021-06-08T17:28:47Z	10.0.7
9.0.48	named	org.apache.tomcat	tomcat-jasper-el	2021-06-10T09:55:29Z	9.0.48
10.1.0-M2	named	org.apache.tomcat	tomcat-jasper-el	2021-06-25T21:57:13Z	10.1.0.M2
10.0.8	named	org.apache.tomcat	tomcat-jasper-el	2021-06-25T23:20:45Z	10.0.8
