0.0.15		2026-06-16T11:17:21Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.15/community.flock.wirespec.extractor.gradle.plugin-0.0.15.jar returned status 404
0.0.16		2026-07-01T08:52:01Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.16/community.flock.wirespec.extractor.gradle.plugin-0.0.16.jar returned status 404
0.0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.17/community.flock.wirespec.extractor.gradle.plugin-0.0.17.jar returned status 404
0.0.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.18/community.flock.wirespec.extractor.gradle.plugin-0.0.18.jar returned status 404
0.0.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.19/community.flock.wirespec.extractor.gradle.plugin-0.0.19.jar returned status 404
0.0.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.20/community.flock.wirespec.extractor.gradle.plugin-0.0.20.jar returned status 404
0.0.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.21/community.flock.wirespec.extractor.gradle.plugin-0.0.21.jar returned status 404
0.0.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.22/community.flock.wirespec.extractor.gradle.plugin-0.0.22.jar returned status 404
0.0.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.23/community.flock.wirespec.extractor.gradle.plugin-0.0.23.jar returned status 404
0.0.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.24/community.flock.wirespec.extractor.gradle.plugin-0.0.24.jar returned status 404
0.0.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.25/community.flock.wirespec.extractor.gradle.plugin-0.0.25.jar returned status 404
0.0.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.26/community.flock.wirespec.extractor.gradle.plugin-0.0.26.jar returned status 404
0.0.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.27/community.flock.wirespec.extractor.gradle.plugin-0.0.27.jar returned status 404
0.0.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.28/community.flock.wirespec.extractor.gradle.plugin-0.0.28.jar returned status 404
0.0.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.29/community.flock.wirespec.extractor.gradle.plugin-0.0.29.jar returned status 404
0.0.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.30/community.flock.wirespec.extractor.gradle.plugin-0.0.30.jar returned status 404
0.0.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/community/flock/wirespec/extractor/community.flock.wirespec.extractor.gradle.plugin/0.0.31/community.flock.wirespec.extractor.gradle.plugin-0.0.31.jar returned status 404
