8.5.13	automatic	org.cloudburstmc.fastutil.maps	char-int-maps	2024-06-16T11:49:35Z	
8.5.15	automatic	org.cloudburstmc.fastutil.maps	char-int-maps	2024-11-09T16:35:22Z	
