3.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.0/org.wso2.carbon.streaming.integrator.statistics-3.0.0.jar returned status 404
3.0.55		2021-04-29T06:39:08Z	
3.0.56		2021-11-26T10:53:39Z	
3.0.57		2022-02-22T18:17:35Z	
3.0.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.58/org.wso2.carbon.streaming.integrator.statistics-3.0.58.jar returned status 404
3.0.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.59/org.wso2.carbon.streaming.integrator.statistics-3.0.59.jar returned status 404
3.0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.6/org.wso2.carbon.streaming.integrator.statistics-3.0.6.jar returned status 404
3.0.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.60/org.wso2.carbon.streaming.integrator.statistics-3.0.60.jar returned status 404
3.0.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.61/org.wso2.carbon.streaming.integrator.statistics-3.0.61.jar returned status 404
3.0.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.62/org.wso2.carbon.streaming.integrator.statistics-3.0.62.jar returned status 404
3.0.63		2022-11-02T11:38:57Z	
3.0.64		2022-11-09T13:53:34Z	
3.0.65		2022-11-29T00:13:44Z	
3.0.66		2022-12-01T05:25:06Z	
3.0.67		2023-01-27T07:01:09Z	
3.0.68		2023-02-07T17:37:17Z	
3.0.69		2023-02-27T12:30:41Z	
3.0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.7/org.wso2.carbon.streaming.integrator.statistics-3.0.7.jar returned status 404
3.0.70		2024-03-21T10:42:59Z	
3.0.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.71/org.wso2.carbon.streaming.integrator.statistics-3.0.71.jar returned status 404
3.0.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.72/org.wso2.carbon.streaming.integrator.statistics-3.0.72.jar returned status 404
3.0.73			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.73/org.wso2.carbon.streaming.integrator.statistics-3.0.73.jar returned status 404
3.0.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.74/org.wso2.carbon.streaming.integrator.statistics-3.0.74.jar returned status 404
3.0.75		2025-04-08T03:02:33Z	
3.0.76			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.statistics/3.0.76/org.wso2.carbon.streaming.integrator.statistics-3.0.76.jar returned status 404
3.0.77		2026-04-09T12:37:09Z	
3.0.78		2026-05-11T17:26:22Z	
3.0.79		2026-05-13T17:50:27Z	
3.0.8		2019-09-27T19:02:16Z	
3.0.9		2019-10-02T21:03:43Z	
