3.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.0/org.wso2.carbon.streaming.integrator.core-3.0.0.jar returned status 404
3.0.45		2020-08-02T18:34:40Z	
3.0.46		2020-08-05T08:39:13Z	
3.0.47		2020-08-06T04:36:47Z	
3.0.48		2021-01-12T14:24:59Z	
3.0.49		2021-01-26T14:13:37Z	
3.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.5/org.wso2.carbon.streaming.integrator.core-3.0.5.jar returned status 404
3.0.50		2021-02-02T15:54:03Z	
3.0.51		2021-02-16T18:50:05Z	
3.0.52		2021-02-24T05:48:50Z	
3.0.53		2021-04-02T21:12:15Z	
3.0.54		2021-04-16T05:28:13Z	
3.0.55		2021-04-29T06:16:19Z	
3.0.56		2021-11-26T10:29:47Z	
3.0.57		2022-02-22T17:54:34Z	
3.0.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.58/org.wso2.carbon.streaming.integrator.core-3.0.58.jar returned status 404
3.0.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.59/org.wso2.carbon.streaming.integrator.core-3.0.59.jar returned status 404
3.0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.6/org.wso2.carbon.streaming.integrator.core-3.0.6.jar returned status 404
3.0.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.60/org.wso2.carbon.streaming.integrator.core-3.0.60.jar returned status 404
3.0.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.61/org.wso2.carbon.streaming.integrator.core-3.0.61.jar returned status 404
3.0.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.62/org.wso2.carbon.streaming.integrator.core-3.0.62.jar returned status 404
3.0.63		2022-11-02T11:08:30Z	
3.0.64		2022-11-09T13:20:35Z	
3.0.65		2022-11-28T23:41:50Z	
3.0.66		2022-12-01T04:53:54Z	
3.0.67		2023-01-27T06:36:25Z	
3.0.68		2023-02-07T17:12:21Z	
3.0.69		2023-02-27T12:06:11Z	
3.0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.7/org.wso2.carbon.streaming.integrator.core-3.0.7.jar returned status 404
3.0.70		2024-03-21T10:18:43Z	
3.0.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.71/org.wso2.carbon.streaming.integrator.core-3.0.71.jar returned status 404
3.0.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.72/org.wso2.carbon.streaming.integrator.core-3.0.72.jar returned status 404
3.0.73			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.73/org.wso2.carbon.streaming.integrator.core-3.0.73.jar returned status 404
3.0.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.74/org.wso2.carbon.streaming.integrator.core-3.0.74.jar returned status 404
3.0.75		2025-04-08T02:40:33Z	
3.0.76			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/wso2/carbon/analytics/org.wso2.carbon.streaming.integrator.core/3.0.76/org.wso2.carbon.streaming.integrator.core-3.0.76.jar returned status 404
3.0.77		2026-04-09T11:57:49Z	
3.0.78		2026-05-11T17:04:27Z	
3.0.79		2026-05-13T17:28:25Z	
3.0.8		2019-09-27T18:45:29Z	
3.0.9		2019-10-02T20:48:51Z	
