1.0.100	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2018-06-16T13:18:26Z	
1.0.200	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2018-09-25T05:36:03Z	
1.0.300	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2019-06-17T05:57:37Z	
1.0.400	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2019-09-17T18:24:48Z	
1.0.500	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2019-12-17T11:47:02Z	
1.0.600	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2020-03-27T05:34:29Z	
1.1.0	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2021-06-14T17:09:57Z	
1.1.100	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2022-09-11T20:38:16Z	
1.2.0	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2023-06-09T14:58:34Z	
1.2.100	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2023-09-08T07:28:52Z	
1.2.200	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2023-12-03T03:17:56Z	
1.2.300	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2024-03-08T19:54:47Z	
1.2.400	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2024-06-07T16:32:12Z	
1.2.500	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2025-09-05T20:31:51Z	
1.3.0	automatic	org.eclipse.platform	org.eclipse.team.genericeditor.diff.extension	2026-03-06T05:15:44Z	
