0.1.22	named	eu.maveniverse.maven.plugins	toolbox	2024-05-31T12:30:15Z	2.0.13
0.1.23	named	eu.maveniverse.maven.plugins	toolbox	2024-06-01T22:07:30Z	2.0.13
0.1.24	named	eu.maveniverse.maven.plugins	toolbox	2024-06-11T13:14:37Z	2.0.13
0.1.25	named	eu.maveniverse.maven.plugins	toolbox	2024-06-13T20:44:08Z	2.0.13
0.1.26	named	eu.maveniverse.maven.plugins	toolbox	2024-06-19T19:50:23Z	2.0.13
0.1.27	named	eu.maveniverse.maven.plugins	toolbox	2024-06-20T17:34:24Z	2.0.13
0.1.28	named	eu.maveniverse.maven.plugins	toolbox	2024-06-21T08:52:47Z	2.0.13
0.1.29	named	eu.maveniverse.maven.plugins	toolbox	2024-06-26T19:52:58Z	2.0.13
0.1.30	named	eu.maveniverse.maven.plugins	toolbox	2024-07-03T14:20:25Z	2.0.13
0.1.31	named	eu.maveniverse.maven.plugins	toolbox	2024-07-11T11:34:03Z	2.0.13
0.1.32	named	eu.maveniverse.maven.plugins	toolbox	2024-08-09T16:23:29Z	2.0.15
0.1.33	named	eu.maveniverse.maven.plugins	toolbox	2024-08-14T07:52:24Z	2.0.16
0.2.0	named	eu.maveniverse.maven.plugins	toolbox	2024-08-14T11:50:49Z	2.0.16
0.2.1	named	eu.maveniverse.maven.plugins	toolbox	2024-08-26T17:33:31Z	2.0.16
0.2.2	named	eu.maveniverse.maven.plugins	toolbox	2024-08-28T10:30:32Z	2.0.16
0.2.3	named	eu.maveniverse.maven.plugins	toolbox	2024-09-02T07:56:46Z	2.0.16
0.2.4	named	eu.maveniverse.maven.plugins	toolbox	2024-09-03T18:50:48Z	2.0.16
0.2.5	named	eu.maveniverse.maven.plugins	toolbox	2024-09-04T14:07:44Z	2.0.16
0.3.0	named	eu.maveniverse.maven.plugins	toolbox	2024-09-17T15:24:13Z	2.0.16
0.3.1	named	eu.maveniverse.maven.plugins	toolbox	2024-09-18T14:10:53Z	2.0.16
0.3.2	named	eu.maveniverse.maven.plugins	toolbox	2024-09-19T16:18:33Z	2.0.16
0.3.3	named	eu.maveniverse.maven.plugins	toolbox	2024-10-17T09:27:52Z	2.0.16
0.3.4	named	eu.maveniverse.maven.plugins	toolbox	2024-10-19T11:39:38Z	2.0.16
0.3.5	named	eu.maveniverse.maven.plugins	toolbox	2024-10-23T09:52:02Z	2.0.16
0.3.6	named	eu.maveniverse.maven.plugins	toolbox	2024-10-30T20:53:58Z	2.0.16
0.5.0	named	eu.maveniverse.maven.plugins	toolbox	2024-11-16T16:57:37Z	2.0.16
0.5.1	named	eu.maveniverse.maven.plugins	toolbox	2024-11-28T10:40:07Z	2.0.16
