1.0		2010-02-24T18:38:02Z	
1.0	osx64	2010-02-24T18:38:05Z	
1.1		2010-11-04T13:21:06Z	
1.1	osx64	2010-11-04T13:21:11Z	
1.10		2014-02-12T13:01:16Z	
1.10	osx	2014-02-12T13:01:19Z	
1.11		2015-04-21T14:40:45Z	
1.11	osx	2015-04-21T14:40:48Z	
1.12		2016-04-26T13:32:23Z	
1.12	osx	2016-04-26T13:32:25Z	
1.13		2016-04-26T16:50:25Z	
1.13	osx	2016-04-26T16:50:27Z	
1.14		2016-06-20T16:55:30Z	
1.14	osx	2016-06-20T16:55:31Z	
1.15		2017-05-04T13:21:50Z	
1.15	osx	2017-05-04T13:21:53Z	
1.16		2018-02-02T08:24:15Z	
1.16	linux64	2018-02-02T08:24:18Z	
1.17		2019-04-03T11:21:20Z	
1.17	osx	2019-04-03T11:22:14Z	
1.18		2020-10-21T11:49:06Z	
1.18	osx	2020-10-21T11:49:08Z	
1.2		2011-06-18T23:30:43Z	
1.2	osx64	2011-06-18T23:30:47Z	
1.3		2011-08-08T20:05:06Z	
1.3	osx	2011-08-08T20:05:10Z	
1.4		2011-08-19T01:41:07Z	
1.4	osx	2011-08-19T01:41:09Z	
1.5		2011-09-21T16:26:40Z	
1.5	osx	2011-09-21T16:26:43Z	
1.6		2012-08-09T14:44:27Z	
1.6	osx	2012-08-09T14:44:40Z	
1.7		2013-03-20T16:03:59Z	
1.7	osx	2013-03-20T16:04:02Z	
1.8		2013-05-13T12:55:56Z	
1.8	osx	2013-05-13T12:56:03Z	
1.9		2013-09-09T16:35:13Z	
1.9	osx	2013-09-09T16:35:16Z	
