0.10.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nickhassan/skie/configuration-annotations-wasm-wasi/0.10.12/configuration-annotations-wasm-wasi-0.10.12.jar returned status 404
0.10.13		2026-06-04T09:43:27Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nickhassan/skie/configuration-annotations-wasm-wasi/0.10.13/configuration-annotations-wasm-wasi-0.10.13.jar returned status 404
