1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.0/tuicore-1.0.0.jar returned status 404
1.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.1/tuicore-1.0.1.jar returned status 404
1.0.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.10/tuicore-1.0.10.jar returned status 404
1.0.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.11/tuicore-1.0.11.jar returned status 404
1.0.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.12/tuicore-1.0.12.jar returned status 404
1.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.2/tuicore-1.0.2.jar returned status 404
1.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.3/tuicore-1.0.3.jar returned status 404
1.0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.4/tuicore-1.0.4.jar returned status 404
1.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.5/tuicore-1.0.5.jar returned status 404
1.0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.6/tuicore-1.0.6.jar returned status 404
1.0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.7/tuicore-1.0.7.jar returned status 404
1.0.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.8/tuicore-1.0.8.jar returned status 404
1.0.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.9/tuicore-1.0.9.jar returned status 404
1.1.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.13/tuicore-1.1.13.jar returned status 404
1.1.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.14/tuicore-1.1.14.jar returned status 404
1.1.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.15/tuicore-1.1.15.jar returned status 404
1.1.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.16/tuicore-1.1.16.jar returned status 404
1.1.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.17/tuicore-1.1.17.jar returned status 404
1.1.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.18/tuicore-1.1.18.jar returned status 404
1.1.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.19/tuicore-1.1.19.jar returned status 404
1.1.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.20/tuicore-1.1.20.jar returned status 404
1.1.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.22/tuicore-1.1.22.jar returned status 404
1.1.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.23/tuicore-1.1.23.jar returned status 404
1.1.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.1.24/tuicore-1.1.24.jar returned status 404
7.4.4643			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.4.4643/tuicore-7.4.4643.jar returned status 404
7.4.4648			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.4.4648/tuicore-7.4.4648.jar returned status 404
7.5.4852			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.5.4852/tuicore-7.5.4852.jar returned status 404
7.6.5011			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.6.5011/tuicore-7.6.5011.jar returned status 404
7.6.5012			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.6.5012/tuicore-7.6.5012.jar returned status 404
