1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/1.0.0/tuicore-1.0.0.jar returned status 404
7.7.5282			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.7.5282/tuicore-7.7.5282.jar returned status 404
7.7.5284			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.7.5284/tuicore-7.7.5284.jar returned status 404
7.7.5285			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.7.5285/tuicore-7.7.5285.jar returned status 404
7.8.5483			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.8.5483/tuicore-7.8.5483.jar returned status 404
7.8.5484			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.8.5484/tuicore-7.8.5484.jar returned status 404
7.8.5485			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.8.5485/tuicore-7.8.5485.jar returned status 404
7.9.5666			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/7.9.5666/tuicore-7.9.5666.jar returned status 404
8.0.5895			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.0.5895/tuicore-8.0.5895.jar returned status 404
8.0.6896			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.0.6896/tuicore-8.0.6896.jar returned status 404
8.0.6897			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.0.6897/tuicore-8.0.6897.jar returned status 404
8.1.6103			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.1.6103/tuicore-8.1.6103.jar returned status 404
8.1.6900			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.1.6900/tuicore-8.1.6900.jar returned status 404
8.1.6901			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.1.6901/tuicore-8.1.6901.jar returned status 404
8.1.6902			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.1.6902/tuicore-8.1.6902.jar returned status 404
8.1.6905			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.1.6905/tuicore-8.1.6905.jar returned status 404
8.2.6325			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.2.6325/tuicore-8.2.6325.jar returned status 404
8.2.6333			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.2.6333/tuicore-8.2.6333.jar returned status 404
8.3.6498			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.3.6498/tuicore-8.3.6498.jar returned status 404
8.4.6667			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.4.6667/tuicore-8.4.6667.jar returned status 404
8.5.6864			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.5.6864/tuicore-8.5.6864.jar returned status 404
8.6.7019			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.6.7019/tuicore-8.6.7019.jar returned status 404
8.6.7020			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.6.7020/tuicore-8.6.7020.jar returned status 404
8.6.7021			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.6.7021/tuicore-8.6.7021.jar returned status 404
8.7.7201			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.7.7201/tuicore-8.7.7201.jar returned status 404
8.7.7202			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.7.7202/tuicore-8.7.7202.jar returned status 404
8.8.7357			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.8.7357/tuicore-8.8.7357.jar returned status 404
8.8.7375			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.8.7375/tuicore-8.8.7375.jar returned status 404
8.9.7511			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.9.7511/tuicore-8.9.7511.jar returned status 404
8.9.7537			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/8.9.7537/tuicore-8.9.7537.jar returned status 404
9.0.7652		2026-05-29T10:12:51Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/liteav/tuikit/tuicore/9.0.7652/tuicore-9.0.7652.jar returned status 404
