2.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/datl4g/flower/2.0.2/flower-2.0.2.jar returned status 404
2.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/datl4g/flower/2.1.0/flower-2.1.0.jar returned status 404
2.1.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/datl4g/flower/2.1.2/flower-2.1.2.jar returned status 404
2.1.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/datl4g/flower/2.1.3/flower-2.1.3.jar returned status 404
2.1.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/datl4g/flower/2.1.4/flower-2.1.4.jar returned status 404
2.1.4	debug-javadoc	2022-06-14T20:58:57Z	
2.1.4	debug-sources	2022-06-14T20:59:03Z	
2.1.4	release-javadoc	2022-06-14T20:59:06Z	
2.1.4	release-sources	2022-06-14T20:59:01Z	
