3.9.0	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.900	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.800	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.700	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.600	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.500	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.400	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.300	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.200	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.100	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.8.0	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.7.600	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.7.500	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.7.400	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.7.300	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.7.200	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.7.100	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.7.0	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.900	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.800	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.700	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.600	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.500	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.400	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.200	automatic	org.eclipse.pde	org.eclipse.pde.runtime
3.6.100	automatic	org.eclipse.pde	org.eclipse.pde.runtime
