1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/gitee/dccjll/extend/1.0.0/extend-1.0.0.jar returned status 404
1.0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/gitee/dccjll/extend/1.0.13/extend-1.0.13.jar returned status 404
