2.0.9	named	com.vaadin	flow-migration	2019-08-30T12:56:10Z	
2.0.10	named	com.vaadin	flow-migration	2019-09-03T14:45:41Z	
2.0.11	named	com.vaadin	flow-migration	2019-09-09T11:21:25Z	
2.0.12	named	com.vaadin	flow-migration	2019-09-16T07:39:37Z	
2.0.13	named	com.vaadin	flow-migration	2019-09-20T09:58:46Z	
2.0.14	named	com.vaadin	flow-migration	2019-09-30T05:59:02Z	
2.1.0.beta2	named	com.vaadin	flow-migration	2019-10-07T11:54:03Z	
2.0.15	named	com.vaadin	flow-migration	2019-10-14T06:37:11Z	
2.0.16	named	com.vaadin	flow-migration	2019-10-20T20:38:30Z	
2.0.17	named	com.vaadin	flow-migration	2019-10-26T17:56:27Z	
2.0.18	named	com.vaadin	flow-migration	2019-11-11T09:01:46Z	
2.1.0	named	com.vaadin	flow-migration	2019-11-20T14:53:43Z	
2.0.19	named	com.vaadin	flow-migration	2019-11-25T15:51:06Z	
2.1.1	named	com.vaadin	flow-migration	2019-12-05T14:36:55Z	
2.1.2	named	com.vaadin	flow-migration	2019-12-13T11:59:56Z	
2.1.3	named	com.vaadin	flow-migration	2020-01-07T08:46:10Z	
2.1.4	named	com.vaadin	flow-migration	2020-01-20T10:55:14Z	
2.2.0.alpha11	named	com.vaadin	flow-migration	2020-01-23T14:27:04Z	
2.1.5	named	com.vaadin	flow-migration	2020-02-10T07:08:01Z	
2.1.6	named	com.vaadin	flow-migration	2020-03-03T09:46:26Z	
2.1.7	named	com.vaadin	flow-migration	2020-04-01T05:25:08Z	
2.1.8	named	com.vaadin	flow-migration	2020-04-07T13:33:41Z	
2.1.9	named	com.vaadin	flow-migration	2020-04-23T05:37:59Z	
2.2.0	named	com.vaadin	flow-migration	2020-05-15T15:09:21Z	
2.2.1	named	com.vaadin	flow-migration	2020-06-04T05:58:58Z	
2.3.0.beta1	named	com.vaadin	flow-migration	2020-06-04T07:40:46Z	
2.2.2	named	com.vaadin	flow-migration	2020-06-18T12:17:28Z	
2.2.3	named	com.vaadin	flow-migration	2020-06-30T12:09:51Z	
2.3.0	named	com.vaadin	flow-migration	2020-07-01T17:29:46Z	
2.3.1	named	com.vaadin	flow-migration	2020-07-13T17:29:40Z	
2.3.2	named	com.vaadin	flow-migration	2020-07-29T05:54:16Z	
2.3.3	named	com.vaadin	flow-migration	2020-08-10T09:44:05Z	
2.3.4	named	com.vaadin	flow-migration	2020-08-14T14:40:53Z	
2.3.5	named	com.vaadin	flow-migration	2020-09-08T10:22:07Z	
2.3.6	named	com.vaadin	flow-migration	2020-09-24T11:25:10Z	
2.3.7	named	com.vaadin	flow-migration	2020-10-01T12:13:34Z	
2.4.0	named	com.vaadin	flow-migration	2020-10-02T12:55:50Z	
2.4.1	named	com.vaadin	flow-migration	2020-10-23T10:43:02Z	
2.4.2	named	com.vaadin	flow-migration	2020-11-19T10:20:29Z	
2.4.3	named	com.vaadin	flow-migration	2020-11-26T13:32:30Z	
2.4.4	named	com.vaadin	flow-migration	2020-12-23T17:33:23Z	
2.4.5	named	com.vaadin	flow-migration	2021-01-27T08:53:17Z	
2.4.6	named	com.vaadin	flow-migration	2021-01-29T11:03:01Z	
2.4.7	named	com.vaadin	flow-migration	2021-03-04T12:12:50Z	
2.4.8	named	com.vaadin	flow-migration	2021-03-15T14:31:48Z	
2.4.9	named	com.vaadin	flow-migration	2021-03-18T15:01:42Z	
2.5.0	named	com.vaadin	flow-migration	2021-03-22T08:40:55Z	
2.5.1	named	com.vaadin	flow-migration	2021-03-23T19:31:06Z	
2.5.2	named	com.vaadin	flow-migration	2021-04-08T14:23:17Z	
2.5.3	named	com.vaadin	flow-migration	2021-04-16T13:58:19Z	
2.5.4	named	com.vaadin	flow-migration	2021-05-06T10:44:29Z	
2.6.0	named	com.vaadin	flow-migration	2021-05-10T17:31:34Z	
2.6.1	named	com.vaadin	flow-migration	2021-05-14T08:56:18Z	
2.6.2	named	com.vaadin	flow-migration	2021-06-04T07:41:07Z	
2.6.3	named	com.vaadin	flow-migration	2021-06-10T09:38:34Z	
2.6.4	named	com.vaadin	flow-migration	2021-06-21T10:40:34Z	
2.6.5	named	com.vaadin	flow-migration	2021-06-29T09:26:54Z	
2.6.6	named	com.vaadin	flow-migration	2021-07-13T18:41:38Z	
2.6.7	named	com.vaadin	flow-migration	2021-07-23T06:49:52Z	
2.6.8	named	com.vaadin	flow-migration	2021-08-26T06:46:21Z	
2.7.0	named	com.vaadin	flow-migration	2021-09-08T07:04:21Z	
2.7.1	named	com.vaadin	flow-migration	2021-09-23T11:47:05Z	
2.7.2	named	com.vaadin	flow-migration	2021-10-08T06:08:37Z	
2.7.3	named	com.vaadin	flow-migration	2021-11-05T13:15:46Z	1.11.22
2.7.4	named	com.vaadin	flow-migration	2021-11-11T16:43:18Z	1.11.22
2.7.5	named	com.vaadin	flow-migration	2021-11-25T17:12:00Z	1.11.22
2.7.6	named	com.vaadin	flow-migration	2021-12-02T09:06:54Z	1.11.22
2.7.7	named	com.vaadin	flow-migration	2021-12-27T09:39:28Z	1.11.22
2.7.8	named	com.vaadin	flow-migration	2022-01-11T14:15:42Z	1.11.22
2.7.9	named	com.vaadin	flow-migration	2022-01-21T14:40:49Z	1.11.22
2.7.10	named	com.vaadin	flow-migration	2022-01-28T09:58:25Z	1.11.22
2.7.11	named	com.vaadin	flow-migration	2022-02-07T13:18:07Z	1.11.22
2.7.12	named	com.vaadin	flow-migration	2022-02-23T19:50:27Z	1.11.22
2.7.13	named	com.vaadin	flow-migration	2022-03-17T08:56:22Z	1.11.22
2.7.14	named	com.vaadin	flow-migration	2022-04-04T08:29:10Z	1.11.22
2.7.15	named	com.vaadin	flow-migration	2022-04-20T08:33:28Z	1.11.22
2.7.16	named	com.vaadin	flow-migration	2022-06-13T10:36:55Z	1.11.22
2.7.17	named	com.vaadin	flow-migration	2022-07-04T12:09:57Z	1.11.22
2.7.18	named	com.vaadin	flow-migration	2022-08-05T08:04:02Z	1.11.22
2.7.19	named	com.vaadin	flow-migration	2022-08-18T08:38:56Z	1.11.22
2.7.20	named	com.vaadin	flow-migration	2022-09-02T13:24:11Z	1.11.22
2.7.21	named	com.vaadin	flow-migration	2022-09-26T06:05:05Z	1.11.22
2.7.22	named	com.vaadin	flow-migration	2022-10-06T14:19:58Z	1.11.22
2.7.23	named	com.vaadin	flow-migration	2022-10-10T05:54:10Z	1.11.22
2.8.0	named	com.vaadin	flow-migration	2022-11-01T12:05:56Z	1.11.22
2.8.1	named	com.vaadin	flow-migration	2022-11-28T09:14:50Z	1.12.19
2.8.2	named	com.vaadin	flow-migration	2022-12-09T09:40:33Z	1.12.19
2.8.3	named	com.vaadin	flow-migration	2022-12-22T18:50:50Z	1.12.19
2.8.4	named	com.vaadin	flow-migration	2023-01-20T12:00:31Z	1.12.19
2.8.5	named	com.vaadin	flow-migration	2023-02-10T11:37:31Z	1.12.19
2.8.6	named	com.vaadin	flow-migration	2023-03-08T13:43:03Z	1.12.19
