8.7.21	named	io.camunda.connector	connector-microsoft-teams	2026-06-01T10:33:29Z	4.2.13.Final
8.7.22	named	io.camunda.connector	connector-microsoft-teams	2026-06-26T11:52:46Z	4.2.15.Final
8.7.23	named	io.camunda.connector	connector-microsoft-teams	2026-08-05T12:42:32Z	4.2.16.Final
