4.4	org.meeuw.i18n	i18n-iso-639	4.4
4.3	org.meeuw.i18n	i18n-iso-639	4.3
4.2	org.meeuw.i18n	i18n-iso-639	4.2
4.1	org.meeuw.i18n	i18n-iso-639	4.1
4.0	org.meeuw.i18n	i18n-iso-639	4.0
3.11	org.meeuw.i18n	i18n-iso-639	3.11
3.10	org.meeuw.i18n	i18n-iso-639	3.10
3.9	org.meeuw.i18n	i18n-iso-639	3.9
3.8	org.meeuw.i18n	i18n-iso-639	3.8
3.7	org.meeuw.i18n	i18n-iso-639	3.7
3.6	org.meeuw.i18n	i18n-iso-639	3.6
3.5	org.meeuw.i18n	i18n-iso-639	3.5
3.4	org.meeuw.i18n	i18n-iso-639	3.4
3.3	org.meeuw.i18n	i18n-iso-639	3.3
3.2	org.meeuw.i18n	i18n-iso-639	3.2
3.1	org.meeuw.i18n	i18n-iso-639	3.1
3.0	org.meeuw.i18n	i18n-iso-639-3	3.0
2.1	org.meeuw.i18n	i18n-iso-639-3	2.1
2.0	org.meeuw.i18n	i18n-iso-639-3	2.0
1.2	org.meeuw.i18n	i18n-iso-639	1.2
1.1	org.meeuw.i18n	i18n-iso-639	1.1
1.0	org.meeuw.i18n	i18n-iso-639-3	1.0
0.1	org.meeuw.i18n	i18n-iso-639-3	0.1
