9.1.0003			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/gitee/hljdrl/cordova-appx/9.1.0003/cordova-appx-9.1.0003.jar returned status 404
9.1.0004			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/gitee/hljdrl/cordova-appx/9.1.0004/cordova-appx-9.1.0004.jar returned status 404
