1.1.0.1		2015-08-04T21:14:54Z	
1.1.0.10		2015-11-12T20:15:19Z	
1.1.0.11		2015-11-20T19:00:20Z	
1.1.0.12		2015-12-16T01:22:24Z	
1.1.0.14		2015-12-16T03:26:58Z	
1.1.0.15		2015-12-17T18:49:07Z	
1.1.0.16		2016-01-02T23:03:58Z	
1.1.0.17		2016-01-08T02:55:44Z	
1.1.0.18		2016-01-08T20:51:15Z	
1.1.0.19		2016-01-09T02:29:29Z	
1.1.0.2		2015-08-06T02:23:43Z	
1.1.0.20		2016-01-25T18:45:03Z	
1.1.0.21		2016-02-14T04:55:47Z	
1.1.0.22		2016-02-24T18:22:19Z	
1.1.0.23		2016-04-04T15:52:12Z	
1.1.0.24		2016-04-11T15:37:26Z	
1.1.0.25		2016-04-21T04:23:51Z	
1.1.0.26		2016-04-24T01:19:26Z	
1.1.0.27		2016-04-24T16:26:03Z	
1.1.0.28		2016-04-27T04:52:42Z	
1.1.0.29		2016-05-07T13:07:28Z	
1.1.0.3		2015-08-07T18:48:08Z	
1.1.0.30		2016-05-13T14:07:24Z	
1.1.0.31		2016-05-27T19:13:25Z	
1.1.0.32		2016-06-08T18:51:30Z	
1.1.0.33		2016-06-09T20:46:58Z	
1.1.0.34		2016-06-14T17:24:39Z	
1.1.0.35		2016-06-23T19:52:31Z	
1.1.0.36		2016-07-22T15:04:06Z	
1.1.0.37-RC1		2016-08-11T19:43:45Z	
1.1.0.4		2015-08-12T16:03:19Z	
1.1.0.5		2015-08-14T05:26:49Z	
1.1.0.6		2015-08-27T00:20:29Z	
1.1.0.7		2015-09-02T16:42:02Z	
1.1.0.8		2015-09-03T13:18:00Z	
1.1.0.9		2015-09-25T21:43:01Z	
1.1.1.37		2016-08-15T19:33:16Z	
1.1.1.38		2016-09-14T19:24:28Z	
1.1.1.39		2016-09-14T21:03:12Z	
1.1.1.40		2016-09-19T21:22:57Z	
1.2.0.0		2016-10-25T04:47:23Z	
1.2.0.0-alpha		2016-08-03T22:28:57Z	
1.2.0.0-alpha1		2016-08-25T22:03:45Z	
1.2.0.0-alpha2		2016-08-30T21:12:10Z	
1.2.0.0-alpha3		2016-09-01T17:12:46Z	
1.2.0.0-alpha4		2016-09-08T11:51:49Z	
1.2.0.0-alpha5		2016-09-20T00:15:18Z	
1.2.0.0-alpha6		2016-09-22T18:12:50Z	
1.2.0.0-alpha7		2016-09-25T01:05:51Z	
1.2.0.0-beta1		2016-09-30T22:03:16Z	
1.2.0.0-beta2		2016-10-04T21:31:46Z	
1.2.0.0-beta3		2016-10-06T23:53:29Z	
1.2.0.0-beta4		2016-10-11T21:22:40Z	
1.2.0.0-beta5		2016-10-17T08:39:46Z	
1.2.0.0-beta6		2016-10-24T14:33:10Z	
1.2.0.1		2016-10-28T17:29:25Z	
1.2.0.10		2017-06-10T17:15:46Z	
1.2.0.11		2017-08-10T01:14:16Z	
