1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/1/io.wcm.caravan.maven.caravan-global-parent-1.jar returned status 404
10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/10/io.wcm.caravan.maven.caravan-global-parent-10.jar returned status 404
11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/11/io.wcm.caravan.maven.caravan-global-parent-11.jar returned status 404
12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/12/io.wcm.caravan.maven.caravan-global-parent-12.jar returned status 404
13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/13/io.wcm.caravan.maven.caravan-global-parent-13.jar returned status 404
14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/14/io.wcm.caravan.maven.caravan-global-parent-14.jar returned status 404
15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/15/io.wcm.caravan.maven.caravan-global-parent-15.jar returned status 404
16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/16/io.wcm.caravan.maven.caravan-global-parent-16.jar returned status 404
17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/17/io.wcm.caravan.maven.caravan-global-parent-17.jar returned status 404
18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/18/io.wcm.caravan.maven.caravan-global-parent-18.jar returned status 404
19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/19/io.wcm.caravan.maven.caravan-global-parent-19.jar returned status 404
2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/2/io.wcm.caravan.maven.caravan-global-parent-2.jar returned status 404
3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/3/io.wcm.caravan.maven.caravan-global-parent-3.jar returned status 404
4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/4/io.wcm.caravan.maven.caravan-global-parent-4.jar returned status 404
5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/5/io.wcm.caravan.maven.caravan-global-parent-5.jar returned status 404
8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/8/io.wcm.caravan.maven.caravan-global-parent-8.jar returned status 404
9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/wcm/caravan/maven/io.wcm.caravan.maven.caravan-global-parent/9/io.wcm.caravan.maven.caravan-global-parent-9.jar returned status 404
