0.10		2019-03-18T16:40:35Z	
0.11		2019-04-10T04:41:27Z	
0.12		2019-04-27T09:58:16Z	
0.13		2019-04-28T00:45:51Z	
0.14		2019-06-03T18:13:35Z	
0.15		2019-06-04T04:54:15Z	
0.16		2019-06-10T09:39:43Z	
0.17		2019-09-03T18:30:04Z	
0.19		2019-10-09T19:27:10Z	
0.20		2020-01-12T07:56:39Z	
0.21		2020-05-01T07:38:55Z	
0.22		2020-09-06T10:58:30Z	
0.23		2020-10-15T09:30:37Z	
0.24		2021-01-08T16:00:02Z	
0.25		2021-01-31T23:44:06Z	
0.26		2021-04-01T14:53:19Z	
0.27		2021-06-06T13:08:21Z	
0.28		2022-05-06T20:08:50Z	
0.29		2022-10-17T12:05:40Z	
0.30		2022-10-21T07:59:42Z	
0.31		2023-11-19T08:28:18Z	
0.9		2019-02-10T05:36:21Z	
