0.18.1		2023-08-07T09:27:10Z	
0.18.2		2023-08-17T13:19:40Z	
0.18.3		2023-08-21T06:31:18Z	
1.0.1		2023-09-19T11:37:40Z	
1.1.0		2023-10-06T10:40:19Z	
1.1.1		2023-10-06T11:59:02Z	
1.1.2		2023-10-12T09:14:30Z	
1.10.0		2024-04-12T12:03:47Z	
1.10.1		2024-04-12T13:43:00Z	
1.10.2		2024-04-17T10:04:07Z	
1.10.3		2024-04-25T08:55:40Z	
1.10.4		2024-04-30T15:17:50Z	
1.11.0		2024-05-02T12:34:23Z	
1.11.1		2024-05-03T07:27:52Z	
1.11.2		2024-05-08T10:29:59Z	
1.12.0		2024-05-22T11:31:56Z	
1.13.0		2024-06-12T08:57:37Z	
1.13.1		2024-06-12T09:45:50Z	
1.13.2		2024-06-12T12:43:13Z	
1.13.3		2024-06-17T14:29:57Z	
1.13.4		2024-07-04T08:38:46Z	
1.14.0		2024-07-18T12:09:26Z	
1.14.1		2024-07-26T11:52:33Z	
1.2.0		2023-10-24T11:07:27Z	
1.3.0		2023-11-15T12:01:39Z	
1.4.0		2023-12-05T14:40:58Z	
1.4.1		2023-12-07T08:37:54Z	
1.4.2		2023-12-08T10:11:35Z	
1.4.3		2023-12-08T12:59:58Z	
1.4.4		2023-12-11T10:15:06Z	
1.4.5		2023-12-12T16:00:03Z	
1.4.6		2023-12-14T11:20:12Z	
1.5.0		2024-01-10T09:08:58Z	
1.5.1		2024-01-10T10:15:04Z	
1.5.2		2024-01-10T10:54:15Z	
1.5.3		2024-01-10T14:09:41Z	
1.5.4		2024-01-10T15:41:34Z	
1.5.5		2024-01-15T15:24:08Z	
1.5.6		2024-01-16T14:36:42Z	
1.5.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/muenchen/oss/digiwf/digiwf-json-serialization-core/1.5.7/digiwf-json-serialization-core-1.5.7.jar returned status 404
1.6.1		2024-02-06T12:00:48Z	
1.7.2		2024-02-09T11:14:34Z	
1.9.1		2024-03-25T14:27:56Z	
