0.12.100	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2022-03-15T14:52:27Z	
0.12.200	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2022-06-14T05:44:27Z	
0.12.300	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2023-03-13T10:38:58Z	
0.13.0	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2023-06-09T14:42:46Z	
0.13.100	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2023-09-08T07:08:34Z	
0.13.200	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2023-12-03T03:02:29Z	
0.13.300	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2024-03-08T19:29:40Z	
0.13.400	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2024-06-07T16:07:24Z	
0.13.500	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2025-06-07T14:03:20Z	
0.14.0	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2026-03-06T05:14:23Z	
0.14.100	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle	2026-06-05T04:29:01Z	
