0.14.100	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.14.0	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.13.500	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.13.400	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.13.300	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.13.200	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.13.100	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.13.0	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.12.300	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.12.200	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
0.12.100	automatic	org.eclipse.pde	org.eclipse.pde.spy.bundle
