0.1.10		2026-06-08T04:57:40Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.10/lc3Lib-0.1.10.jar returned status 404
0.1.11		2026-06-11T17:53:01Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.11/lc3Lib-0.1.11.jar returned status 404
0.1.12		2026-06-12T18:41:03Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.12/lc3Lib-0.1.12.jar returned status 404
0.1.13		2026-06-16T22:44:18Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.13/lc3Lib-0.1.13.jar returned status 404
0.1.14		2026-06-18T18:33:23Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.14/lc3Lib-0.1.14.jar returned status 404
0.1.16		2026-07-01T22:48:50Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.16/lc3Lib-0.1.16.jar returned status 404
0.1.17		2026-07-02T00:40:30Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.17/lc3Lib-0.1.17.jar returned status 404
0.1.18		2026-07-02T23:05:13Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.18/lc3Lib-0.1.18.jar returned status 404
0.1.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.19/lc3Lib-0.1.19.jar returned status 404
0.1.7		2026-05-28T19:13:06Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/mentraglass/lc3Lib/0.1.7/lc3Lib-0.1.7.jar returned status 404
