2.0.0.M2	automatic	io.micronaut	micronaut-cli
2.0.0.M1	automatic	io.micronaut	micronaut-cli
1.3.7	automatic	io.micronaut	micronaut-cli
1.3.6	automatic	io.micronaut	micronaut-cli
1.3.5	automatic	io.micronaut	micronaut-cli
1.3.4	automatic	io.micronaut	micronaut-cli
1.3.3	automatic	io.micronaut	micronaut-cli
1.3.2	automatic	io.micronaut	micronaut-cli
1.3.1	automatic	io.micronaut	micronaut-cli
1.3.0	automatic	io.micronaut	micronaut-cli
1.3.0.RC1	automatic	io.micronaut	micronaut-cli
1.3.0.M2	automatic	io.micronaut	micronaut-cli
1.3.0.M1	automatic	io.micronaut	micronaut-cli
1.2.11	automatic	io.micronaut	micronaut-cli
1.2.10	automatic	io.micronaut	micronaut-cli
1.2.9	automatic	io.micronaut	micronaut-cli
1.2.8	automatic	io.micronaut	micronaut-cli
1.2.7	automatic	io.micronaut	micronaut-cli
1.2.6	automatic	io.micronaut	micronaut-cli
1.2.5	automatic	io.micronaut	micronaut-cli
1.2.4	automatic	io.micronaut	micronaut-cli
1.2.3	automatic	io.micronaut	micronaut-cli
1.2.2	automatic	io.micronaut	micronaut-cli
1.2.1	automatic	io.micronaut	micronaut-cli
1.2.0	automatic	io.micronaut	micronaut-cli
1.2.0.RC2	automatic	io.micronaut	micronaut-cli
1.2.0.RC1	automatic	io.micronaut	micronaut-cli
1.1.4	automatic	io.micronaut	micronaut-cli
1.1.3	automatic	io.micronaut	micronaut-cli
1.1.2	automatic	io.micronaut	micronaut-cli
1.1.1	automatic	io.micronaut	micronaut-cli
1.1.0	automatic	io.micronaut	micronaut-cli
1.1.0.RC2	automatic	io.micronaut	micronaut-cli
1.1.0.RC1	automatic	io.micronaut	micronaut-cli
1.1.0.M2	automatic	io.micronaut	micronaut-cli
1.1.0.M1	automatic	io.micronaut	micronaut-cli
1.0.5	automatic	io.micronaut	micronaut-cli
1.0.4	automatic	io.micronaut	micronaut-cli
1.0.3	automatic	io.micronaut	micronaut-cli
1.0.2	automatic	io.micronaut	micronaut-cli
1.0.1	automatic	io.micronaut	micronaut-cli
1.0.0	automatic	io.micronaut	micronaut-cli
1.0.0.RC3	automatic	io.micronaut	micronaut-cli
1.0.0.RC2	automatic	io.micronaut	cli
1.0.0.M4	automatic	io.micronaut	cli
