0.17.27	is.codion	codion-dbms-db2database	0.17.27
0.17.26	is.codion	codion-dbms-db2database	0.17.26
0.17.25	is.codion	codion-dbms-db2database	0.17.25
0.17.24	is.codion	codion-dbms-db2database	0.17.24
0.17.23	is.codion	codion-dbms-db2database	0.17.23
0.17.22	is.codion	codion-dbms-db2database	0.17.22
0.17.21	is.codion	codion-dbms-db2database	0.17.21
0.17.20	is.codion	codion-dbms-db2database	0.17.20
0.17.19	is.codion	codion-dbms-db2database	0.17.19
0.17.18	is.codion	codion-dbms-db2database	0.17.18
0.17.17	is.codion	codion-dbms-db2database	0.17.17
