2026.06.0	automatic	org.neo4j	neo4j-internal-notifications
2026.05.0	automatic	org.neo4j	neo4j-internal-notifications
2026.04.0	automatic	org.neo4j	neo4j-internal-notifications
2026.03.1	automatic	org.neo4j	neo4j-internal-notifications
2026.02.3	automatic	org.neo4j	neo4j-internal-notifications
2026.02.2	automatic	org.neo4j	neo4j-internal-notifications
2026.01.4	automatic	org.neo4j	neo4j-internal-notifications
2026.01.3	automatic	org.neo4j	neo4j-internal-notifications
2025.12.1	automatic	org.neo4j	neo4j-internal-notifications
2025.11.2	automatic	org.neo4j	neo4j-internal-notifications
2025.10.1	automatic	org.neo4j	neo4j-internal-notifications
