0.21	io.github.ralfspoeth.xldr	xml	0.21
0.20	io.github.ralfspoeth.xldr	xml	0.20
0.19	io.github.ralfspoeth.xldr	xml	0.19
0.18	io.github.ralfspoeth.xldr	xml	0.18
0.17	io.github.ralfspoeth.xldr	xml	0.17
0.16	io.github.ralfspoeth.xldr	xml	0.16
0.15	io.github.ralfspoeth.xldr	xml	0.15
0.14	io.github.ralfspoeth.xldr	xml	0.14
0.13	io.github.ralfspoeth.xldr	xml	0.13
0.12	io.github.ralfspoeth.xldr	xml	0.12
0.11	io.github.ralfspoeth.xldr	xml	0.11
0.10	io.github.ralfspoeth.xldr	xml	0.10
0.9	io.github.ralfspoeth.xldr	xml	0.9
0.8	io.github.ralfspoeth.xldr	xml	0.8
0.7	io.github.ralfspoeth.xldr	xml	0.7
0.6	io.github.ralfspoeth.xldr	xml	0.6
0.5	io.github.ralfspoeth.xldr	xml	0.5
0.4	io.github.ralfspoeth.xldr	xml	0.4
0.3	io.github.ralfspoeth.xldr	xml	0.3
0.2	io.github.ralfspoeth.xldr	xml	0.2
0.1	io.github.ralfspoeth.xldr	xml	0.1
