1.0.0.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/wgllss/wgllss-music-plugin/1.0.0.8/wgllss-music-plugin-1.0.0.8.jar returned status 404
1.0.18		2024-02-24T03:34:29Z	
