4.2.38	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.37	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.36	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.35	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.34	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.33	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.32	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.30	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.29	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.28	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.27	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.26	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.25	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.24	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.23	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.22	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.21	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
4.2.20	automatic	io.dropwizard.metrics	metrics-jetty12-ee10
